LahmanID,Year,Team,Lg,Playoff,W,L,SV,G,GS,CG,SH,IP,H,ER,BB,SO,ERA
becab101,1884,NYP,AA,WS,0,1,0,1,1,1,0,6,9,7,2,1,10.5
keefeti01,1884,NYP,AA,WS,0,2,0,2,2,2,0,15,10,6,3,12,3.6
radboch01,1884,PRO,NL,WS,3,0,0,3,3,3,1,22,11,0,0,17,0
clarkjo01,1885,CHC,NL,WS,1,1,0,3,3,3,0,23,19,2,3,19,0.78
mccorji01,1885,CHC,NL,WS,2,2,0,4,4,4,0,29,23,8,4,15,2.48
carutbo01,1885,STL,AA,WS,1,1,0,3,3,3,0,26,25,7,4,16,2.42
foutzda01,1885,STL,AA,WS,2,2,0,4,4,4,0,29,30,2,9,14,0.62
clarkjo01,1886,CHC,NL,WS,2,2,0,4,4,3,1,31,25,7,12,28,2.03
mccorji01,1886,CHC,NL,WS,0,1,0,1,1,1,0,8,13,6,2,4,6.75
ryanji01,1886,CHC,NL,WS,0,0,0,1,0,0,0,5,8,5,4,4,9
willine01,1886,CHC,NL,WS,0,1,0,2,1,0,0,2,4,1,1,2,4.5
carutbo01,1886,STL,AA,WS,2,1,0,3,3,3,1,26,18,7,6,12,2.42
foutzda01,1886,STL,AA,WS,1,1,0,2,2,2,0,15,16,6,6,7,3.6
hudsona01,1886,STL,AA,WS,1,0,0,1,1,1,0,7,3,2,3,3,2.57
baldwla01,1887,DTN,NL,WS,4,1,0,5,5,5,1,42,28,7,10,4,1.5
conwape01,1887,DTN,NL,WS,2,2,0,4,4,4,0,33,31,11,6,10,3
getzich01,1887,DTN,NL,WS,4,2,0,6,6,6,1,58,61,16,15,17,2.48
carutbo01,1887,STL,AA,WS,4,4,0,8,8,8,0,71,64,17,12,19,2.15
foutzda01,1887,STL,AA,WS,0,3,0,3,3,3,0,26,36,10,9,6,3.46
kingsi01,1887,STL,AA,WS,1,3,0,4,4,4,0,31,26,7,2,21,2.03
craneed01,1888,NYG,NL,WS,1,1,0,2,2,2,0,17,15,4,6,12,2.12
georgbi01,1888,NYG,NL,WS,0,1,0,1,1,1,0,10,15,8,3,4,7.2
hatfigi01,1888,NYG,NL,WS,0,0,0,1,0,0,0,5,12,7,3,2,12.6
keefeti01,1888,NYG,NL,WS,4,0,0,4,4,4,0,35,18,2,9,30,0.51
titcoca01,1888,NYG,NL,WS,0,1,0,1,1,0,0,4,5,3,2,2,6.75
welchmi01,1888,NYG,NL,WS,1,1,0,2,2,2,0,17,10,5,9,2,2.65
chambel01,1888,STL,AA,WS,2,3,0,5,5,5,1,44,52,26,16,13,5.32
devliji02,1888,STL,AA,WS,1,0,0,1,0,0,0,7,5,2,2,5,2.57
kingsi01,1888,STL,AA,WS,1,3,0,5,5,4,0,35,37,9,9,12,2.31
carutbo01,1889,BRO,AA,WS,0,2,1,4,2,2,0,24,28,10,6,6,3.75
foutzda01,1889,BRO,AA,WS,0,0,0,1,0,0,0,5,5,4,2,2,7.2
hughemi01,1889,BRO,AA,WS,1,0,0,1,1,0,0,7,14,6,3,3,7.71
lovetto01,1889,BRO,AA,WS,0,1,0,1,1,0,0,3,8,8,2,1,24
terryad01,1889,BRO,AA,WS,2,3,0,5,5,4,0,37,47,25,18,14,6.08
craneed01,1889,NYG,NL,WS,4,1,0,5,5,4,0,38,29,16,32,19,3.79
keefeti01,1889,NYG,NL,WS,0,1,1,2,1,1,0,11,17,10,2,4,8.18
o'dayha01,1889,NYG,NL,WS,2,0,0,3,2,2,0,23,10,3,14,12,1.17
welchmi01,1889,NYG,NL,WS,0,1,0,1,1,0,0,5,11,5,3,1,9
lovetto01,1890,BRO,NL,WS,2,2,0,4,4,4,0,35,29,11,6,14,2.83
terryad01,1890,BRO,NL,WS,1,1,0,3,3,3,1,25,25,10,10,8,3.6
dailyed01,1890,LOU,AA,WS,0,2,0,2,2,2,0,17,12,5,8,5,2.65
ehretre01,1890,LOU,AA,WS,2,0,1,3,2,2,0,20,12,3,6,13,1.35
meakige01,1890,LOU,AA,WS,0,0,0,1,0,0,0,4,6,0,1,1,0
stratsc01,1890,LOU,AA,WS,1,1,0,3,3,1,0,19,26,5,4,8,2.37
nichoki01,1892,BSN,NL,WS,2,0,0,2,2,2,1,18,17,2,4,13,1
staleha01,1892,BSN,NL,WS,1,0,0,1,1,1,0,9,10,3,1,0,3
stiveja01,1892,BSN,NL,WS,2,0,0,3,3,3,1,29,21,3,7,17,0.93
clarkjo01,1892,CLV,NL,WS,0,2,0,2,2,2,0,17,24,10,5,9,5.29
cuppyni01,1892,CLV,NL,WS,0,1,0,1,1,1,0,8,6,1,4,1,1.13
youngcy01,1892,CLV,NL,WS,0,2,0,3,3,3,1,27,26,9,3,9,3
dinnebi01,1903,BOS,AL,WS,3,1,0,4,4,4,2,35,29,8,8,28,2.06
hugheto01,1903,BOS,AL,WS,0,1,0,1,1,0,0,2,4,2,2,0,9
youngcy01,1903,BOS,AL,WS,2,1,0,4,3,3,0,34,31,7,4,17,1.85
kennebr01,1903,PIT,NL,WS,0,1,0,1,1,0,0,7,11,4,3,3,5.14
leevesa01,1903,PIT,NL,WS,0,2,0,2,2,1,0,10,13,6,3,2,5.4
phillde01,1903,PIT,NL,WS,3,2,0,5,5,5,0,44,38,14,3,22,2.86
thompgu01,1903,PIT,NL,WS,0,0,0,1,0,0,0,2,3,1,0,1,4.5
veilbu01,1903,PIT,NL,WS,0,0,0,1,0,0,0,7,6,1,5,1,1.29
amesre01,1905,NYG,NL,WS,0,0,0,1,0,0,0,1,1,0,1,1,0
mathech01,1905,NYG,NL,WS,3,0,0,3,3,3,3,27,14,0,1,18,0
mcginjo01,1905,NYG,NL,WS,1,1,0,2,2,1,1,17,10,0,3,6,0
bendech01,1905,PHA,AL,WS,1,1,0,2,2,2,1,17,9,2,6,13,1.06
coaklan01,1905,PHA,AL,WS,0,1,0,1,1,1,0,9,8,2,5,2,2
planked01,1905,PHA,AL,WS,0,2,0,2,2,2,0,17,14,3,4,11,1.59
brownmo01,1906,CHC,NL,WS,1,2,0,3,3,2,1,19.7,14,7,4,12,3.2
overaor01,1906,CHC,NL,WS,0,0,0,2,0,0,0,12,10,3,3,8,2.25
pfiesja01,1906,CHC,NL,WS,0,2,0,2,1,1,0,10.3,7,7,3,11,6.12
reulbed01,1906,CHC,NL,WS,1,0,0,2,2,1,0,11,6,3,8,4,2.45
altroni01,1906,CHW,AL,WS,1,1,0,2,2,2,0,18,11,2,2,5,1
owenfr01,1906,CHW,AL,WS,0,0,0,1,0,0,0,6,6,2,3,2,3
walshed01,1906,CHW,AL,WS,2,0,0,2,2,1,1,15,7,2,6,17,1.2
whitedo01,1906,CHW,AL,WS,1,1,1,3,2,1,0,15,12,3,7,4,1.8
brownmo01,1907,CHC,NL,WS,1,0,0,1,1,1,1,9,7,0,1,4,0
overaor01,1907,CHC,NL,WS,1,0,0,2,2,1,0,18,14,2,4,11,1
pfiesja01,1907,CHC,NL,WS,1,0,0,1,1,1,0,9,9,1,1,3,1
reulbed01,1907,CHC,NL,WS,1,0,0,2,1,1,0,12,6,1,3,4,0.75
donovbi01,1907,DET,AL,WS,0,1,0,2,2,2,0,21,17,4,5,16,1.71
killied01,1907,DET,AL,WS,0,0,0,1,0,0,0,4,3,1,1,1,2.25
mullige01,1907,DET,AL,WS,0,2,0,2,2,2,0,17,16,4,6,8,2.12
sieveed01,1907,DET,AL,WS,0,1,0,1,1,0,0,4,7,2,0,1,4.5
brownmo01,1908,CHC,NL,WS,2,0,0,2,1,1,1,11,6,0,1,5,0
overaor01,1908,CHC,NL,WS,2,0,0,3,2,2,1,18.3,7,2,7,15,0.98
pfiesja01,1908,CHC,NL,WS,0,1,0,1,1,0,0,8,10,7,3,1,7.88
reulbed01,1908,CHC,NL,WS,0,0,0,2,1,0,0,7.7,9,4,1,5,4.68
donovbi01,1908,DET,AL,WS,0,2,0,2,2,2,0,17,17,8,4,10,4.24
killied01,1908,DET,AL,WS,0,0,0,1,1,0,0,2.3,5,3,3,1,11.74
mullige01,1908,DET,AL,WS,1,0,0,1,1,1,1,9,7,0,1,8,0
summeed01,1908,DET,AL,WS,0,2,0,2,1,0,0,14.7,18,7,4,7,4.29
wintege01,1908,DET,AL,WS,0,0,0,1,0,0,0,1,1,0,1,0,0
donovbi01,1909,DET,AL,WS,1,1,0,2,2,1,0,12,7,4,8,7,3
mullige01,1909,DET,AL,WS,2,1,0,4,3,3,0,32,23,8,8,20,2.25
summeed01,1909,DET,AL,WS,0,2,0,2,2,0,0,7.3,13,7,4,4,8.63
willeed01,1909,DET,AL,WS,0,0,0,2,0,0,0,7.7,3,0,0,1,0
worksra01,1909,DET,AL,WS,0,0,0,1,0,0,0,2,4,2,0,2,9
adamsba01,1909,PIT,NL,WS,3,0,0,3,3,3,1,27,18,4,6,11,1.33
camniho01,1909,PIT,NL,WS,0,1,0,2,1,0,0,3.7,8,4,2,2,9.73
leifile01,1909,PIT,NL,WS,0,1,0,1,1,0,0,4,7,5,1,0,11.25
maddoni01,1909,PIT,NL,WS,1,0,0,1,1,1,0,9,10,1,2,4,1
phillde01,1909,PIT,NL,WS,0,0,0,2,0,0,0,6,2,0,1,2,0
willivi01,1909,PIT,NL,WS,0,1,0,2,1,0,0,11.3,10,5,8,3,3.98
brownmo01,1910,CHC,NL,WS,1,2,0,3,2,1,0,18,23,11,7,14,5.5
coleki01,1910,CHC,NL,WS,0,0,0,1,1,0,0,8,10,3,3,5,3.38
mcintha01,1910,CHC,NL,WS,0,1,0,2,0,0,0,5.3,4,4,3,3,6.79
overaor01,1910,CHC,NL,WS,0,1,0,1,1,0,0,3,6,3,1,1,9
pfiesja01,1910,CHC,NL,WS,0,0,0,1,0,0,0,6.7,9,0,1,1,0
reulbed01,1910,CHC,NL,WS,0,0,0,1,1,0,0,2,3,2,2,0,9
richile01,1910,CHC,NL,WS,0,0,0,1,0,0,0,1,1,0,0,0,0
bendech01,1910,PHA,AL,WS,1,1,0,2,2,2,0,18.7,12,4,4,14,1.93
coombja01,1910,PHA,AL,WS,3,0,0,3,3,3,0,27,23,10,14,17,3.33
amesre01,1911,NYG,NL,WS,0,1,0,2,1,0,0,8,6,2,1,6,2.25
cranddo01,1911,NYG,NL,WS,1,0,0,2,0,0,0,4,2,0,0,2,0
marquru01,1911,NYG,NL,WS,0,1,0,3,2,0,0,11.7,9,2,1,8,1.54
mathech01,1911,NYG,NL,WS,1,2,0,3,3,2,0,27,25,6,2,13,2
wiltsho01,1911,NYG,NL,WS,0,0,0,2,0,0,0,3.3,8,7,0,2,19.09
bendech01,1911,PHA,AL,WS,2,1,0,3,3,3,0,26,16,3,8,20,1.04
coombja01,1911,PHA,AL,WS,1,0,0,2,2,1,0,20,11,3,6,16,1.35
planked01,1911,PHA,AL,WS,1,1,0,2,1,1,0,9.7,6,2,0,8,1.86
bediehu01,1912,BOS,AL,WS,1,0,0,4,2,1,0,18,10,2,7,7,1
collira01,1912,BOS,AL,WS,0,0,0,2,1,0,0,14.3,14,3,0,6,1.89
hallch02,1912,BOS,AL,WS,0,0,0,2,0,0,0,10.7,11,4,9,1,3.36
o'bribu01,1912,BOS,AL,WS,0,2,0,2,2,0,0,9,12,5,3,4,5
woodjo02,1912,BOS,AL,WS,3,1,0,4,3,2,0,22,27,9,3,21,3.68
amesre01,1912,NYG,NL,WS,0,0,0,1,0,0,0,2,3,1,1,0,4.5
cranddo01,1912,NYG,NL,WS,0,0,0,1,0,0,0,2,1,0,0,2,0
marquru01,1912,NYG,NL,WS,2,0,0,2,2,2,0,18,14,1,2,9,0.5
mathech01,1912,NYG,NL,WS,0,2,0,3,3,3,0,28.7,23,4,5,10,1.25
tesreje01,1912,NYG,NL,WS,1,2,0,3,3,1,0,23,19,8,11,15,3.13
cranddo01,1913,NYG,NL,WS,0,0,0,2,0,0,0,4.7,4,2,0,2,3.83
demaral01,1913,NYG,NL,WS,0,1,0,1,1,0,0,4,7,2,1,0,4.5
marquru01,1913,NYG,NL,WS,0,1,0,2,1,0,0,9,10,7,3,3,7
mathech01,1913,NYG,NL,WS,1,1,0,2,2,2,0,19,14,2,2,7,0.95
tesreje01,1913,NYG,NL,WS,0,1,0,2,1,0,1,8.3,11,6,1,4,6.51
bendech01,1913,PHA,AL,WS,2,0,0,2,2,2,0,18,19,8,1,9,4
bushjo01,1913,PHA,AL,WS,1,0,0,1,1,1,0,9,5,1,4,3,1
planked01,1913,PHA,AL,WS,1,1,0,2,2,2,0,19,9,2,3,7,0.95
jamesbi02,1914,BSN,NL,WS,2,0,0,2,1,1,1,11,2,0,6,9,0
rudoldi01,1914,BSN,NL,WS,2,0,0,2,2,2,0,18,12,1,4,15,0.5
tylerle01,1914,BSN,NL,WS,0,0,0,1,1,0,0,10,8,4,3,4,3.6
bendech01,1914,PHA,AL,WS,0,1,0,1,1,0,0,5.3,8,6,2,3,10.19
bushjo01,1914,PHA,AL,WS,0,1,0,1,1,1,0,11,9,4,4,4,3.27
pennohe01,1914,PHA,AL,WS,0,0,0,1,0,0,0,3,2,0,2,3,0
planked01,1914,PHA,AL,WS,0,1,0,1,1,1,0,9,7,1,4,6,1
shawkbo01,1914,PHA,AL,WS,0,1,0,1,1,0,0,5,4,2,2,0,3.6
wyckowe01,1914,PHA,AL,WS,0,0,0,1,0,0,0,3.7,3,1,1,2,2.43
fosteru01,1915,BOS,AL,WS,2,0,0,2,2,2,0,18,12,4,2,13,2
leonadu01,1915,BOS,AL,WS,1,0,0,1,1,1,0,9,3,1,0,6,1
shoreer01,1915,BOS,AL,WS,1,1,0,2,2,2,0,17,12,4,8,6,2.12
alexape01,1915,PHI,NL,WS,1,1,0,2,2,2,0,17.7,14,3,4,10,1.53
chalmge01,1915,PHI,NL,WS,0,1,0,1,1,1,0,8,8,2,3,6,2.25
mayerer01,1915,PHI,NL,WS,0,1,0,2,2,1,0,11.3,16,3,2,7,2.39
rixeyep01,1915,PHI,NL,WS,0,1,0,1,0,0,0,6.7,4,3,2,2,4.03
fosteru01,1916,BOS,AL,WS,0,0,0,1,0,0,0,3,3,0,0,1,0
leonadu01,1916,BOS,AL,WS,1,0,0,1,1,1,0,9,5,1,4,3,1
maysca01,1916,BOS,AL,WS,0,1,1,2,1,0,0,5.3,8,3,3,2,5.09
ruthba01,1916,BOS,AL,WS,1,0,0,1,1,1,0,14,6,1,3,4,0.64
shoreer01,1916,BOS,AL,WS,2,0,0,2,2,1,0,17.7,12,3,4,9,1.53
chenela01,1916,BRO,NL,WS,0,0,0,1,0,0,0,3,4,1,1,5,3
coombja01,1916,BRO,NL,WS,1,0,0,1,1,0,0,6.3,7,3,1,1,4.29
dellwh01,1916,BRO,NL,WS,0,0,0,1,0,0,0,1,1,0,0,0,0
marquru01,1916,BRO,NL,WS,0,2,0,2,2,0,0,11,12,8,6,9,6.55
pfeffje01,1916,BRO,NL,WS,0,1,1,3,1,0,0,10.7,7,2,4,5,1.68
ruckena01,1916,BRO,NL,WS,0,0,0,1,0,0,0,2,1,0,0,3,0
smithsh01,1916,BRO,NL,WS,0,1,0,1,1,1,0,13.3,7,2,6,2,1.35
cicoted01,1917,CHW,AL,WS,1,1,0,3,2,2,0,23,23,5,2,13,1.96
danfoda01,1917,CHW,AL,WS,0,0,0,1,0,0,0,1,3,2,0,2,18
faberre01,1917,CHW,AL,WS,3,1,0,4,3,2,0,27,21,7,3,9,2.33
russere01,1917,CHW,AL,WS,0,0,0,1,1,0,0,0,2,1,1,0,
willile01,1917,CHW,AL,WS,0,0,0,1,0,0,0,1,2,1,0,3,9
anderfr01,1917,NYG,NL,WS,0,1,0,1,0,0,0,2,5,4,0,3,18
bentoru01,1917,NYG,NL,WS,1,1,0,2,2,1,1,14,9,0,1,8,0
perripo01,1917,NYG,NL,WS,0,0,0,3,0,0,0,8.3,9,2,3,3,2.17
sallesl01,1917,NYG,NL,WS,0,2,0,2,2,1,0,15.3,20,9,4,4,5.29
schupfe01,1917,NYG,NL,WS,1,0,0,2,2,1,1,10.3,11,2,2,9,1.75
tesreje01,1917,NYG,NL,WS,0,0,0,1,0,0,0,1,0,0,1,1,0
bushjo01,1918,BOS,AL,WS,0,1,1,2,1,1,0,9,7,3,3,0,3
jonessa01,1918,BOS,AL,WS,0,1,0,1,1,1,0,9,7,3,5,5,3
maysca01,1918,BOS,AL,WS,2,0,0,2,2,2,0,18,10,2,3,5,1
ruthba01,1918,BOS,AL,WS,2,0,0,2,2,1,1,17,13,2,7,4,1.06
douglph01,1918,CHC,NL,WS,0,1,0,1,0,0,0,1,1,0,0,0,0
hendrcl01,1918,CHC,NL,WS,0,0,0,1,0,0,0,1,0,0,0,0,0
tylerle01,1918,CHC,NL,WS,1,1,0,3,3,1,0,23,14,3,11,4,1.17
vaughhi01,1918,CHC,NL,WS,1,2,0,3,3,3,1,27,17,3,5,17,1
cicoted01,1919,CHW,AL,WS,1,2,0,3,3,2,0,21.7,19,7,5,7,2.9
jamesbi01,1919,CHW,AL,WS,0,0,0,1,0,0,0,4.7,8,3,3,2,5.74
kerrdi01,1919,CHW,AL,WS,2,0,0,2,2,2,1,19,14,3,3,6,1.42
lowdegr01,1919,CHW,AL,WS,0,0,0,1,0,0,0,1,2,1,1,0,9
mayerer01,1919,CHW,AL,WS,0,0,0,1,0,0,0,1,0,0,1,0,0
wilkiro01,1919,CHW,AL,WS,0,0,0,2,0,0,0,7.3,9,1,4,3,1.23
willile01,1919,CHW,AL,WS,0,3,0,3,3,1,0,16.3,12,12,8,4,6.63
ellerho01,1919,CIN,NL,WS,2,0,0,2,2,2,1,18,13,4,2,15,2
fishera01,1919,CIN,NL,WS,0,1,0,2,1,0,0,7.7,7,2,2,2,2.34
luquedo01,1919,CIN,NL,WS,0,0,0,2,0,0,0,5,1,0,0,6,0
ringji01,1919,CIN,NL,WS,1,1,0,2,1,1,1,14,7,1,6,4,0.64
ruethdu01,1919,CIN,NL,WS,1,0,0,2,2,1,0,14,12,4,4,1,2.57
sallesl01,1919,CIN,NL,WS,1,1,0,2,2,1,0,13.3,19,2,1,2,1.35
cadorle01,1920,BRO,NL,WS,0,1,0,2,1,0,0,2,4,2,1,1,9
grimebu01,1920,BRO,NL,WS,1,2,0,3,3,1,1,19.3,23,9,9,4,4.2
mamaual01,1920,BRO,NL,WS,0,0,0,3,0,0,0,4,2,2,0,5,4.5
marquru01,1920,BRO,NL,WS,0,1,0,2,1,0,0,9,7,1,3,6,1
mitchcl01,1920,BRO,NL,WS,0,0,0,1,0,0,0,4.7,3,0,3,1,0
pfeffje01,1920,BRO,NL,WS,0,0,0,1,0,0,0,3,4,1,2,1,3
smithsh01,1920,BRO,NL,WS,1,1,0,2,2,2,0,17,10,1,3,3,0.53
bagbyji01,1920,CLE,AL,WS,1,1,0,2,2,1,0,15,20,3,1,3,1.8
caldwra02,1920,CLE,AL,WS,0,1,0,1,1,0,0,0.3,2,1,1,0,30
covelst01,1920,CLE,AL,WS,3,0,0,3,3,3,1,27,15,2,2,8,0.67
mailsdu01,1920,CLE,AL,WS,1,0,0,2,1,1,1,15.7,6,0,6,6,0
uhlege01,1920,CLE,AL,WS,0,0,0,2,0,0,0,3,1,0,0,3,0
barneje01,1921,NYG,NL,WS,2,0,0,3,0,0,0,16.3,10,3,6,18,1.66
douglph01,1921,NYG,NL,WS,2,1,0,3,3,2,0,26,20,6,5,17,2.08
nehfar01,1921,NYG,NL,WS,1,2,0,3,3,3,1,26,13,4,13,8,1.38
toneyfr01,1921,NYG,NL,WS,0,0,0,2,2,0,0,2.7,7,7,3,1,23.33
colliri01,1921,NYY,AL,WS,0,0,0,1,0,0,0,0.7,4,4,1,0,51.43
harpeha01,1921,NYY,AL,WS,0,0,0,1,1,0,0,1.3,3,3,2,1,20.77
hoytwa01,1921,NYY,AL,WS,2,1,0,3,3,3,1,27,18,0,11,18,0
maysca01,1921,NYY,AL,WS,1,2,0,3,3,3,1,26,20,5,0,9,1.73
piercbi01,1921,NYY,AL,WS,0,0,0,1,0,0,0,1,2,0,0,2,0
quinnja01,1921,NYY,AL,WS,0,1,0,1,0,0,0,3.7,8,4,2,2,9.73
rogerto01,1921,NYY,AL,WS,0,0,0,1,0,0,0,1.3,3,1,0,1,6.92
shawkbo01,1921,NYY,AL,WS,0,1,0,2,1,0,0,9,13,7,6,5,7
barneje01,1922,NYG,NL,WS,0,0,0,1,1,1,0,10,8,2,2,6,1.8
mcquihu01,1922,NYG,NL,WS,1,0,0,1,1,1,0,9,8,3,2,4,3
nehfar01,1922,NYG,NL,WS,1,0,0,2,1,1,0,16,11,4,3,6,2.25
ryanro01,1922,NYG,NL,WS,1,0,0,1,2,0,0,2,1,0,0,2,0
scottja01,1922,NYG,NL,WS,1,0,0,1,0,1,1,9,4,0,1,2,0
bushjo01,1922,NYY,AL,WS,0,2,0,2,2,1,0,15,21,8,5,6,4.8
hoytwa01,1922,NYY,AL,WS,0,1,0,2,1,0,0,8,11,1,2,4,1.13
jonessa01,1922,NYY,AL,WS,0,0,0,2,0,0,0,2,1,0,1,0,0
maysca01,1922,NYY,AL,WS,0,1,0,1,1,0,0,8,9,4,2,1,4.5
shawkbo01,1922,NYY,AL,WS,0,0,0,1,1,1,0,10,8,3,2,4,2.7
barnevi01,1923,NYG,NL,WS,0,0,0,2,0,0,0,4.7,4,0,0,4,0
bentlja01,1923,NYG,NL,WS,0,1,0,2,1,0,0,6.7,10,7,4,1,9.4
jonnacl01,1923,NYG,NL,WS,0,0,0,2,0,0,0,2,1,0,1,1,0
mcquihu01,1923,NYG,NL,WS,0,1,0,2,1,0,0,9,11,5,4,3,5
nehfar01,1923,NYG,NL,WS,1,1,0,2,2,1,1,16.3,10,5,6,7,2.76
ryanro01,1923,NYG,NL,WS,1,0,0,3,0,0,0,9.3,11,1,3,3,0.97
scottja01,1923,NYG,NL,WS,0,1,0,2,1,0,0,3,9,4,1,2,12
watsomu01,1923,NYG,NL,WS,0,0,0,1,1,0,0,2,4,3,1,1,13.5
bushjo01,1923,NYY,AL,WS,1,1,0,3,1,1,0,16.7,7,2,4,5,1.08
hoytwa01,1923,NYY,AL,WS,0,0,0,1,1,0,0,2.3,4,4,1,0,15.65
jonessa01,1923,NYY,AL,WS,0,1,1,2,1,0,0,10,5,1,2,3,0.9
pennohe01,1923,NYY,AL,WS,2,0,1,3,2,1,0,17.3,19,7,1,8,3.64
shawkbo01,1923,NYY,AL,WS,1,0,0,1,1,0,0,7.7,12,3,4,2,3.51
baldwha01,1924,NYG,NL,WS,0,0,0,1,0,0,0,2,1,0,0,1,0
barnevi01,1924,NYG,NL,WS,0,1,0,2,2,0,0,12.7,15,8,1,9,5.67
bentlja01,1924,NYG,NL,WS,1,2,0,3,2,1,0,17,18,7,8,10,3.71
deanwa01,1924,NYG,NL,WS,0,0,0,1,0,0,0,2,3,1,0,2,4.5
jonnacl01,1924,NYG,NL,WS,0,0,0,1,0,0,0,0,0,0,1,0,
mcquihu01,1924,NYG,NL,WS,0,0,1,3,1,0,0,7,2,2,6,2,2.57
nehfar01,1924,NYG,NL,WS,1,1,0,3,2,1,0,19.7,15,4,9,7,1.83
ryanro01,1924,NYG,NL,WS,1,0,0,2,0,0,0,5.7,7,2,4,3,3.16
watsomu01,1924,NYG,NL,WS,0,0,1,1,0,0,0,0.7,0,0,0,0,0
johnswa01,1924,WSH,AL,WS,1,2,0,3,2,2,1,24,30,6,11,20,2.25
marbefi01,1924,WSH,AL,WS,0,1,2,4,1,0,0,8,9,1,4,10,1.13
martijo02,1924,WSH,AL,WS,0,0,0,1,0,0,0,1,0,0,0,1,0
mogrige01,1924,WSH,AL,WS,1,0,0,2,1,0,0,12,7,3,6,5,2.25
ogdencu01,1924,WSH,AL,WS,0,0,0,1,1,0,0,0.3,0,0,1,1,0
russeal01,1924,WSH,AL,WS,0,0,0,1,0,0,0,3,4,1,0,0,3
speecby01,1924,WSH,AL,WS,0,0,0,1,0,0,0,1,3,1,0,0,9
zachato01,1924,WSH,AL,WS,2,0,0,2,2,1,0,17.7,13,4,3,3,2.03
adamsba01,1925,PIT,NL,WS,0,0,0,1,0,0,0,1,2,0,0,0,0
aldrivi01,1925,PIT,NL,WS,2,0,0,3,3,2,0,18.3,18,9,9,9,4.43
kremera01,1925,PIT,NL,WS,2,1,0,3,2,2,0,21,17,7,4,9,3
meadole01,1925,PIT,NL,WS,0,1,0,1,1,0,0,8,6,3,0,4,3.38
morrijo04,1925,PIT,NL,WS,0,0,0,3,0,0,0,9.3,11,3,1,7,2.9
oldhare01,1925,PIT,NL,WS,0,0,1,1,0,0,0,1,0,0,0,2,0
ydeem01,1925,PIT,NL,WS,0,1,0,1,1,0,0,2.3,5,3,3,1,11.74
ballowi01,1925,WSH,AL,WS,0,0,0,2,0,0,0,1.7,0,0,1,1,0
covelst01,1925,WSH,AL,WS,0,2,0,2,2,1,0,14.3,16,6,5,3,3.78
fergual01,1925,WSH,AL,WS,1,1,0,2,2,1,0,14,13,5,6,11,3.21
johnswa01,1925,WSH,AL,WS,2,1,0,3,3,3,0,26,26,6,4,15,2.08
marbefi01,1925,WSH,AL,WS,0,0,1,2,0,0,0,2.3,3,0,0,2,0
zachato01,1925,WSH,AL,WS,0,0,0,1,0,0,0,1.7,3,2,1,0,10.59
hoytwa01,1926,NYY,AL,WS,1,1,0,2,2,1,0,15,19,2,1,10,1.2
jonessa01,1926,NYY,AL,WS,0,0,0,1,0,0,0,1,2,1,2,1,9
pennohe01,1926,NYY,AL,WS,2,0,0,3,2,2,0,22,13,3,4,8,1.23
ruethdu01,1926,NYY,AL,WS,0,1,0,1,1,0,0,4.3,7,2,2,1,4.19
shawkbo01,1926,NYY,AL,WS,0,1,0,3,1,0,0,10,8,6,2,7,5.4
shockur01,1926,NYY,AL,WS,0,1,0,2,1,0,0,7.7,13,5,0,3,5.84
thomamy01,1926,NYY,AL,WS,0,0,0,2,0,0,0,3,3,1,0,0,3
alexape01,1926,STL,NL,WS,2,0,1,3,2,2,0,20.3,12,3,4,17,1.33
bellhi01,1926,STL,NL,WS,0,0,0,1,0,0,0,2,4,2,1,1,9
haineje01,1926,STL,NL,WS,2,0,0,3,2,1,1,16.7,13,2,9,5,1.08
hallabi01,1926,STL,NL,WS,0,0,0,1,0,0,0,2,2,1,3,1,4.5
keenvi01,1926,STL,NL,WS,0,0,0,1,0,0,0,1,0,0,0,0,0
reinhar01,1926,STL,NL,WS,0,1,0,1,0,0,0,0,1,4,4,0,
rhemfl01,1926,STL,NL,WS,0,0,0,1,1,0,0,4,7,3,2,4,6.75
sherdbi01,1926,STL,NL,WS,0,2,0,2,2,1,0,17,15,4,8,3,2.12
hoytwa01,1927,NYY,AL,WS,1,0,0,1,1,0,0,7.3,8,4,1,2,4.93
moorewi01,1927,NYY,AL,WS,1,0,1,2,1,1,0,10.7,11,1,2,2,0.84
pennohe01,1927,NYY,AL,WS,1,0,0,1,1,1,0,9,3,1,0,1,1
pipgrge01,1927,NYY,AL,WS,1,0,0,1,1,1,0,9,7,2,1,2,2
aldrivi01,1927,PIT,NL,WS,0,1,0,1,1,0,0,7.3,10,6,4,4,7.4
cvengmi01,1927,PIT,NL,WS,0,0,0,2,0,0,0,2.3,3,1,0,2,3.91
dawsojo01,1927,PIT,NL,WS,0,0,0,1,0,0,0,1,0,0,0,0,0
hillca01,1927,PIT,NL,WS,0,0,0,1,1,0,0,6,9,3,1,6,4.5
kremera01,1927,PIT,NL,WS,0,1,0,1,1,0,0,5,5,2,3,1,3.6
meadole01,1927,PIT,NL,WS,0,1,0,1,1,0,0,6.3,7,7,1,6,10
miljujo01,1927,PIT,NL,WS,0,1,0,2,0,0,0,6.7,4,1,4,6,1.34
hoytwa01,1928,NYY,AL,WS,2,0,0,2,2,2,0,18,14,3,6,14,1.5
