LahmanID,Year,Team,Lg,Playoff,G,AB,R,H,2B,3B,HR,RBI,SH,SF,SB,CS,BB,IBB,HBP,SO,,,,CS,TB
spencji01,1981,OAK,AL,AWDIV,1,4,0,1,1,0,0,0,,,0,,0,,,0,,,,,2
stanlfr01,1981,OAK,AL,AWDIV,3,6,0,0,0,0,0,0,,,0,,1,,,1,,,,,0
underto01,1981,OAK,AL,AWDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
washiu_01,1981,KCR,AL,AWDIV,3,9,0,2,0,0,0,0,,,0,,0,,,1,,,,,2
wathajo01,1981,KCR,AL,AWDIV,3,10,1,3,0,0,0,0,,,0,,1,,,1,,,,,3
whitefr01,1981,KCR,AL,AWDIV,3,11,1,2,0,0,0,0,,,0,,1,,,1,,,,,2
wilsowi02,1981,KCR,AL,AWDIV,3,13,0,4,0,0,0,1,,,0,,0,,,0,,,,,4
aguaylu01,1981,PHI,NL,NEDIV,2,0,1,0,0,0,0,0,,,0,,0,,,0,,,,,0
avilera01,1981,PHI,NL,NEDIV,1,0,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
bahnsst01,1981,MON,NL,NEDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
boonebo01,1981,PHI,NL,NEDIV,3,5,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bowala01,1981,PHI,NL,NEDIV,5,17,0,3,1,0,0,1,,,0,,0,,,0,,,,,4
brusswa01,1981,PHI,NL,NEDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
burrira01,1981,MON,NL,NEDIV,1,2,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
carltst01,1981,PHI,NL,NEDIV,2,4,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
cartega01,1981,MON,NL,NEDIV,5,19,3,8,3,0,2,6,,,0,,1,,,1,,,,,17
chrisla01,1981,PHI,NL,NEDIV,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
cromawa01,1981,MON,NL,NEDIV,5,22,1,5,2,0,0,1,,,0,,0,,,9,,,,,7
davisdi02,1981,PHI,NL,NEDIV,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
dawsoan01,1981,MON,NL,NEDIV,5,20,1,6,0,1,0,0,,,2,,1,,,6,,,,,8
francte01,1981,MON,NL,NEDIV,5,12,0,4,0,0,0,0,,,2,,2,,,2,,,,,4
frymawo01,1981,MON,NL,NEDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
grossgr01,1981,PHI,NL,NEDIV,4,4,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
gullibi01,1981,MON,NL,NEDIV,1,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
johnswa03,1981,MON,NL,NEDIV,2,2,0,1,0,0,0,1,,,0,,0,,,0,,,,,1
leebi03,1981,MON,NL,NEDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
lylesp01,1981,PHI,NL,NEDIV,3,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
maddoga01,1981,PHI,NL,NEDIV,2,3,0,1,1,0,0,0,,,0,,0,,,0,,,,,2
manueje01,1981,MON,NL,NEDIV,5,14,0,1,0,0,0,0,,,0,,2,,,5,,,,,1
matthga01,1981,PHI,NL,NEDIV,5,20,3,8,0,1,1,1,,,0,,0,,,2,,,,,13
mcbriba01,1981,PHI,NL,NEDIV,4,15,1,3,1,0,0,0,,,0,,0,,,5,,,,,4
mcgratu01,1981,PHI,NL,NEDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
millsbr01,1981,MON,NL,NEDIV,1,0,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
milnejo01,1981,MON,NL,NEDIV,2,2,0,1,0,0,0,1,,,0,,0,,,0,,,,,1
morelke01,1981,PHI,NL,NEDIV,4,13,2,6,0,0,1,3,,,0,,1,,,1,,,,,9
nolesdi01,1981,PHI,NL,NEDIV,1,0,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
parrila01,1981,MON,NL,NEDIV,5,20,3,3,1,0,0,1,,,0,,1,,,3,,,,,4
phillmi01,1981,MON,NL,NEDIV,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
reardje01,1981,MON,NL,NEDIV,3,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
reedro01,1981,PHI,NL,NEDIV,4,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
rogerst01,1981,MON,NL,NEDIV,2,5,0,2,0,0,0,2,,,0,,0,,,1,,,,,2
rosepe01,1981,PHI,NL,NEDIV,5,20,1,6,1,0,0,2,,,0,,2,,,0,,,,,7
ruthvdi01,1981,PHI,NL,NEDIV,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
sandesc01,1981,MON,NL,NEDIV,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
schmimi01,1981,PHI,NL,NEDIV,5,16,3,4,1,0,1,2,,,0,,4,,,2,,,,,8
smithlo01,1981,PHI,NL,NEDIV,5,19,1,5,1,0,0,0,,,0,,0,,,4,,,,,6
sosael01,1981,MON,NL,NEDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
speiech01,1981,MON,NL,NEDIV,5,15,4,6,2,0,0,3,,,0,,4,,,2,,,,,8
trillma01,1981,PHI,NL,NEDIV,5,16,1,3,0,0,0,1,,,0,,4,,,0,,,,,3
vukovge01,1981,PHI,NL,NEDIV,5,9,1,4,0,0,1,2,,,0,,0,,,3,,,,,7
wallati01,1981,MON,NL,NEDIV,4,4,1,1,1,0,0,0,,,0,,4,,,0,,,,,2
whiteje01,1981,MON,NL,NEDIV,5,18,3,3,1,0,0,1,,,3,,2,,,2,,,,,4
bakerdu01,1981,LAD,NL,NLCS,5,19,3,6,1,0,0,3,,,0,,1,,,0,,,,,7
burrira01,1981,MON,NL,NLCS,2,6,0,0,0,0,0,0,,,0,,0,,,4,,,,,0
cartega01,1981,MON,NL,NLCS,5,16,3,7,1,0,0,0,,,0,,4,,,2,,,,,8
castibo01,1981,LAD,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
ceyro01,1981,LAD,NL,NLCS,5,18,1,5,1,0,0,3,,,0,,3,,,2,,,,,6
cromawa01,1981,MON,NL,NLCS,5,18,0,3,1,0,0,2,,,0,,0,,,2,,,,,4
dawsoan01,1981,MON,NL,NLCS,5,20,2,3,0,0,0,0,,,0,,0,,,4,,,,,3
forstte01,1981,LAD,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
francte01,1981,MON,NL,NLCS,2,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
frymawo01,1981,MON,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
garvest01,1981,LAD,NL,NLCS,5,21,2,6,0,0,1,2,,,0,,0,,,4,,,,,9
guerrpe01,1981,LAD,NL,NLCS,5,19,1,2,0,0,1,2,,,0,,1,,,4,,,,,5
gullibi01,1981,MON,NL,NLCS,2,3,0,0,0,0,0,0,,,0,,1,,,2,,,,,0
hootobu01,1981,LAD,NL,NLCS,2,5,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
howest01,1981,LAD,NL,NLCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
johnsja01,1981,LAD,NL,NLCS,2,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
landrke01,1981,LAD,NL,NLCS,5,10,0,1,1,0,0,0,,,0,,3,,,2,,,,,2
leebi03,1981,MON,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
lopesda01,1981,LAD,NL,NLCS,5,18,0,5,0,0,0,0,,,5,,1,,,3,,,,,5
manueje01,1981,MON,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
milnejo01,1981,MON,NL,NLCS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
mondari01,1981,LAD,NL,NLCS,3,9,2,3,0,0,1,1,,,0,,0,,,4,,,,,6
niedeto01,1981,LAD,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
parrila01,1981,MON,NL,NLCS,5,19,2,5,2,0,0,2,,,0,,1,,,1,,,,,7
penaal01,1981,LAD,NL,NLCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
raineti01,1981,MON,NL,NLCS,5,21,1,5,2,0,0,1,,,0,,0,,,3,,,,,7
reardje01,1981,MON,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
reussje01,1981,LAD,NL,NLCS,1,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
rogerst01,1981,MON,NL,NLCS,2,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
russebi01,1981,LAD,NL,NLCS,5,16,2,5,0,1,0,1,,,0,,1,,,1,,,,,7
saxst01,1981,LAD,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
sciosmi01,1981,LAD,NL,NLCS,5,15,1,2,0,0,1,1,,,0,,2,,,1,,,,,5
scottro01,1981,MON,NL,NLCS,5,18,0,3,0,0,0,0,,,1,,1,,,3,,,,,3
smithre06,1981,LAD,NL,NLCS,1,1,0,1,0,0,0,1,,,0,,0,,,0,,,,,1
sosael01,1981,MON,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
speiech01,1981,MON,NL,NLCS,5,16,0,3,0,0,0,0,,,0,,2,,,0,,,,,3
thomade01,1981,LAD,NL,NLCS,2,1,2,1,0,0,0,0,,,0,,0,,,0,,,,,1
valenfe01,1981,LAD,NL,NLCS,2,5,0,0,0,0,0,1,,,0,,0,,,0,,,,,0
wallati01,1981,MON,NL,NLCS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
welchbo01,1981,LAD,NL,NLCS,3,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
whiteje01,1981,MON,NL,NLCS,5,16,2,5,1,0,1,3,,,1,,3,,,1,,,,,9
yeagest01,1981,LAD,NL,NLCS,1,2,1,1,0,0,0,0,,,0,,0,,,0,,,,,1
ashbyal01,1981,HOU,NL,NWDIV,3,9,1,1,0,0,1,2,,,0,,2,,,0,,,,,4
bakerdu01,1981,LAD,NL,NWDIV,5,18,2,3,1,0,0,1,,,0,,2,,,0,,,,,4
cedence01,1981,HOU,NL,NWDIV,4,13,0,3,1,0,0,0,,,2,,2,,,2,,,,,4
cruzjo01,1981,HOU,NL,NWDIV,5,20,0,6,1,0,0,0,,,1,,1,,,3,,,,,7
forstte01,1981,LAD,NL,NWDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
garciki01,1981,HOU,NL,NWDIV,2,4,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
garneph01,1981,HOU,NL,NWDIV,5,18,1,2,0,0,0,0,,,0,,3,,,3,,,,,2
garvest01,1981,LAD,NL,NWDIV,5,19,4,7,0,1,2,4,,,0,,0,,,2,,,,,15
guerrpe01,1981,LAD,NL,NWDIV,5,17,1,3,1,0,1,1,,,1,,2,,,4,,,,,7
hootobu01,1981,LAD,NL,NWDIV,1,3,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
howear01,1981,HOU,NL,NWDIV,5,17,1,4,0,0,1,1,,,0,,2,,,1,,,,,7
howest01,1981,LAD,NL,NWDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
johnsja01,1981,LAD,NL,NWDIV,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
kneppbo01,1981,HOU,NL,NWDIV,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
lacorfr01,1981,HOU,NL,NWDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
landrke01,1981,LAD,NL,NWDIV,5,20,1,4,1,0,0,1,,,0,,0,,,1,,,,,5
lopesda01,1981,LAD,NL,NWDIV,5,20,1,4,1,0,0,0,,,1,,3,,,7,,,,,5
marshmi02,1981,LAD,NL,NWDIV,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
mondari01,1981,LAD,NL,NWDIV,5,14,1,3,0,0,0,1,,,0,,2,,,4,,,,,3
niedeto01,1981,LAD,NL,NWDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
niekrjo01,1981,HOU,NL,NWDIV,1,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
pittmjo01,1981,HOU,NL,NWDIV,2,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
puhlte01,1981,HOU,NL,NWDIV,5,21,2,4,1,0,0,0,,,1,,0,,,1,,,,,5
pujollu01,1981,HOU,NL,NWDIV,2,6,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
reussje01,1981,LAD,NL,NWDIV,2,8,0,0,0,0,0,0,,,0,,0,,,8,,,,,0
reynocr01,1981,HOU,NL,NWDIV,2,3,1,1,0,0,0,0,,,0,,0,,,1,,,,,1
roberda06,1981,HOU,NL,NWDIV,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
ruhleve01,1981,HOU,NL,NWDIV,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
russebi01,1981,LAD,NL,NWDIV,5,16,1,4,1,0,0,2,,,0,,3,,,1,,,,,5
ryanno01,1981,HOU,NL,NWDIV,2,4,0,1,0,0,0,0,,,0,,1,,,1,,,,,1
sambijo01,1981,HOU,NL,NWDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
saxst01,1981,LAD,NL,NWDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
sciosmi01,1981,LAD,NL,NWDIV,4,13,0,2,0,0,0,1,,,0,,1,,,2,,,,,2
scottto01,1981,HOU,NL,NWDIV,5,20,0,3,0,0,0,2,,,0,,1,,,6,,,,,3
smithbi06,1981,HOU,NL,NWDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
smithda02,1981,HOU,NL,NWDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
smithre06,1981,LAD,NL,NWDIV,2,1,0,0,0,0,0,1,,,0,,0,,,1,,,,,0
spilmha01,1981,HOU,NL,NWDIV,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
stewada01,1981,LAD,NL,NWDIV,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
thomade01,1981,LAD,NL,NWDIV,4,2,1,0,0,0,0,0,,,0,,0,,,1,,,,,0
thondi01,1981,HOU,NL,NWDIV,4,11,0,2,0,0,0,0,,,0,,1,,,0,,,,,2
valenfe01,1981,LAD,NL,NWDIV,2,4,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
wallide01,1981,HOU,NL,NWDIV,3,6,0,2,0,0,0,1,,,0,,0,,,1,,,,,2
welchbo01,1981,LAD,NL,NWDIV,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
woodsga01,1981,HOU,NL,NWDIV,2,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
yeagest01,1981,LAD,NL,NWDIV,2,5,1,2,1,0,0,0,,,0,,0,,,1,,,,,3
bakerdu01,1981,LAD,NL,WS,6,24,3,4,0,0,0,1,,,0,,1,,,6,,,,,4
brownbo04,1981,NYY,AL,WS,4,1,1,0,0,0,0,0,,,0,,0,,,1,,,,,0
castibo01,1981,LAD,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
ceronri01,1981,NYY,AL,WS,6,21,2,4,1,0,1,3,,,0,,4,,,2,,,,,8
ceyro01,1981,LAD,NL,WS,6,20,3,7,0,0,1,6,,,0,,3,,,3,,,,,10
davisro02,1981,NYY,AL,WS,4,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
footeba01,1981,NYY,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
forstte01,1981,LAD,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
frazige01,1981,NYY,AL,WS,3,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
gamblos01,1981,NYY,AL,WS,3,6,1,2,0,0,0,1,,,0,,1,,,0,,,,,2
garvest01,1981,LAD,NL,WS,6,24,3,10,1,0,0,0,,,0,,2,,,5,,,,,11
goltzda01,1981,LAD,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
gossari01,1981,NYY,AL,WS,3,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
guerrpe01,1981,LAD,NL,WS,6,21,2,7,1,1,2,7,,,0,,2,,,6,,,,,16
guidrro01,1981,NYY,AL,WS,2,5,0,0,0,0,0,0,,,0,,0,,,3,,,,,0
hootobu01,1981,LAD,NL,WS,2,4,1,0,0,0,0,0,,,0,,1,,,3,,,,,0
howest01,1981,LAD,NL,WS,3,2,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
jacksre01,1981,NYY,AL,WS,3,12,3,4,1,0,1,1,,,0,,2,,,3,,,,,8
johnsja01,1981,LAD,NL,WS,3,3,1,2,0,0,1,3,,,0,,0,,,0,,,,,5
johnto01,1981,NYY,AL,WS,3,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
landrke01,1981,LAD,NL,WS,5,6,1,1,1,0,0,0,,,1,,0,,,2,,,,,2
larocda01,1981,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
lopesda01,1981,LAD,NL,WS,6,22,6,5,1,0,0,2,,,4,,4,,,3,,,,,6
mayru01,1981,NYY,AL,WS,3,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
milbola01,1981,NYY,AL,WS,6,20,2,5,2,0,0,3,,,0,,4,,,0,,,,,7
mondari01,1981,LAD,NL,WS,5,13,1,3,1,0,0,0,,,0,,3,,,6,,,,,4
mumphje01,1981,NYY,AL,WS,5,15,2,3,0,0,0,0,,,1,,3,,,2,,,,,3
murcebo01,1981,NYY,AL,WS,4,3,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
nettlgr01,1981,NYY,AL,WS,3,10,1,4,1,0,0,0,,,0,,1,,,1,,,,,5
niedeto01,1981,LAD,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
pinielo01,1981,NYY,AL,WS,6,16,2,7,1,0,0,3,,,1,,0,,,1,,,,,8
randowi01,1981,NYY,AL,WS,6,18,5,4,1,1,2,3,,,1,,9,,,0,,,,,13
reuscri01,1981,NYY,AL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
reussje01,1981,LAD,NL,WS,2,3,0,0,0,0,0,0,,,0,,1,,,2,,,,,0
righeda01,1981,NYY,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
roberan01,1981,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
rodriau01,1981,NYY,AL,WS,4,12,1,5,0,0,0,0,,,0,,1,,,2,,,,,5
russebi01,1981,LAD,NL,WS,6,25,1,6,0,0,0,2,,,1,,0,,,1,,,,,6
saxst01,1981,LAD,NL,WS,2,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
sciosmi01,1981,LAD,NL,WS,3,4,1,1,0,0,0,0,,,0,,1,,,0,,,,,1
smithre06,1981,LAD,NL,WS,2,2,0,1,0,0,0,0,,,0,,0,,,1,,,,,1
stewada01,1981,LAD,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
thomade01,1981,LAD,NL,WS,5,7,2,0,0,0,0,1,,,0,,1,,,2,,,,,0
valenfe01,1981,LAD,NL,WS,1,3,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
watsobo01,1981,NYY,AL,WS,6,22,2,7,1,0,2,7,,,0,,3,,,0,,,,,14
welchbo01,1981,LAD,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
winfida01,1981,NYY,AL,WS,6,22,0,1,0,0,0,1,,,1,,5,,,4,,,,,1
yeagest01,1981,LAD,NL,WS,6,14,2,4,1,0,2,4,,,0,,0,,,2,,,,,11
baylodo01,1982,CAL,AL,ALCS,5,17,2,5,1,1,1,10,,,0,,2,,,0,,,,,11
beniqju01,1982,CAL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bernadw01,1982,MIL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
boonebo01,1982,CAL,AL,ALCS,5,16,3,4,0,0,1,4,,,0,,0,,,2,,,,,7
brouhma01,1982,MIL,AL,ALCS,1,4,4,3,1,0,1,3,,,0,,0,,,0,,,,,7
caldwmi01,1982,MIL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
carewro01,1982,CAL,AL,ALCS,5,17,2,3,1,0,0,0,,,1,,4,,,4,,,,,4
clarkbo04,1982,CAL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
coopece01,1982,MIL,AL,ALCS,5,20,1,3,2,0,0,4,,,0,,0,,,6,,,,,5
decindo01,1982,CAL,AL,ALCS,5,19,5,6,2,0,0,0,,,0,,1,,,5,,,,,8
downibr01,1982,CAL,AL,ALCS,5,19,4,3,1,0,0,0,,,0,,3,,,2,,,,,4
edwarma01,1982,MIL,AL,ALCS,3,1,2,0,0,0,0,0,,,1,,0,,,0,,,,,0
foliti01,1982,CAL,AL,ALCS,5,16,0,2,0,0,0,1,,,0,,0,,,3,,,,,2
gantnji01,1982,MIL,AL,ALCS,5,16,1,3,0,0,0,2,,,0,,1,,,1,,,,,3
goltzda01,1982,CAL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
grichbo01,1982,CAL,AL,ALCS,5,15,1,3,1,0,0,1,,,0,,2,,,7,,,,,4
haasmo01,1982,MIL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hasslan01,1982,CAL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
howelro02,1982,MIL,AL,ALCS,1,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
jacksre01,1982,CAL,AL,ALCS,5,18,2,2,0,0,1,2,,,0,,2,,,7,,,,,5
jacksro02,1982,CAL,AL,ALCS,1,1,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
johnto01,1982,CAL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
kisonbr01,1982,CAL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
laddpe01,1982,MIL,AL,ALCS,3,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
lynnfr01,1982,CAL,AL,ALCS,5,18,4,11,2,0,1,5,,,0,,2,,,3,,,,,16
mcclubo01,1982,MIL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
molitpa01,1982,MIL,AL,ALCS,5,19,4,6,1,0,2,5,,,1,,2,,,3,,,,,13
moneydo01,1982,MIL,AL,ALCS,4,11,2,2,0,0,0,1,,,0,,3,,,1,,,,,2
moorech02,1982,MIL,AL,ALCS,5,13,3,6,0,0,0,0,,,0,,1,,,2,,,,,6
oglivbe01,1982,MIL,AL,ALCS,4,15,1,2,0,0,1,1,,,0,,0,,,3,,,,,5
sanchlu01,1982,CAL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
simmote01,1982,MIL,AL,ALCS,5,18,3,3,0,0,0,1,,,0,,1,,,4,,,,,3
slatoji01,1982,MIL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
suttodo01,1982,MIL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
thomago01,1982,MIL,AL,ALCS,5,15,1,1,0,0,1,3,,,0,,2,,,7,,,,,4
vuckope01,1982,MIL,AL,ALCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
wilforo01,1982,CAL,AL,ALCS,2,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
wittmi01,1982,CAL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
yountro01,1982,MIL,AL,ALCS,5,16,1,4,0,0,0,0,,,0,,5,,,0,,,,,4
zahnge01,1982,CAL,AL,ALCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
andujjo01,1982,STL,NL,NLCS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
bairdo01,1982,STL,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bedrost01,1982,ATL,NL,NLCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
benedbr01,1982,ATL,NL,NLCS,3,8,1,2,1,0,0,0,,,0,,2,,,1,,,,,3
braunst01,1982,STL,NL,NLCS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
butlebr01,1982,ATL,NL,NLCS,2,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
campri01,1982,ATL,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
chambch01,1982,ATL,NL,NLCS,3,10,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
forscbo01,1982,STL,NL,NLCS,1,3,1,2,0,0,0,1,,,0,,0,,,0,,,,,2
garbege01,1982,ATL,NL,NLCS,2,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
greenda03,1982,STL,NL,NLCS,2,1,1,1,0,0,0,0,,,0,,0,,,0,,,,,1
harpete01,1982,ATL,NL,NLCS,1,1,1,0,0,0,0,0,,,0,,0,,,0,,,,,0
hendrge01,1982,STL,NL,NLCS,3,13,2,4,0,0,0,2,,,0,,1,,,2,,,,,4
hernake01,1982,STL,NL,NLCS,3,12,3,4,0,0,0,1,,,0,,2,,,3,,,,,4
herrto01,1982,STL,NL,NLCS,3,13,1,3,1,0,0,0,,,0,,1,,,2,,,,,4
hornebo01,1982,ATL,NL,NLCS,3,11,0,1,0,0,0,0,,,0,,0,,,2,,,,,1
hubbagl01,1982,ATL,NL,NLCS,3,9,1,2,0,0,0,1,,,0,,0,,,3,,,,,2
mahleri01,1982,ATL,NL,NLCS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
mcgeewi01,1982,STL,NL,NLCS,3,13,4,4,0,2,1,5,,,0,,0,,,5,,,,,11
mooredo01,1982,ATL,NL,NLCS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
murphda05,1982,ATL,NL,NLCS,3,11,1,3,0,0,0,0,,,1,,0,,,2,,,,,3
niekrph01,1982,ATL,NL,NLCS,1,0,0,0,0,0,0,1,,,0,,0,,,0,,,,,0
oberkke01,1982,STL,NL,NLCS,3,15,1,3,0,0,0,2,,,0,,0,,,0,,,,,3
perezpa01,1982,ATL,NL,NLCS,2,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
pocorbi01,1982,ATL,NL,NLCS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
porteda02,1982,STL,NL,NLCS,3,9,3,5,3,0,0,1,,,0,,5,,,2,,,,,8
ramirra01,1982,ATL,NL,NLCS,3,11,1,2,0,0,0,1,,,0,,1,,,1,,,,,2
roystje01,1982,ATL,NL,NLCS,3,11,0,2,0,0,0,0,,,0,,0,,,2,,,,,2
smithlo01,1982,STL,NL,NLCS,3,11,1,3,0,0,0,1,,,0,,0,,,1,,,,,3
smithoz01,1982,STL,NL,NLCS,3,9,0,5,0,0,0,3,,,1,,3,,,0,,,,,5
stupejo01,1982,STL,NL,NLCS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
suttebr01,1982,STL,NL,NLCS,2,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
