LahmanID,Year,Team,Lg,G,W,L,GS,CG,SH,SV,IP,H,ER,HR,BB,SO,ERA
lewisji01,1983,MIN,AL,6,0,0,0,0,0,0,18,24,13,5,7,8,6.5
rogerst01,1983,MON,NL,36,17,12,36,13,5,0,273,258,98,14,78,146,3.23
gullibi01,1983,MON,NL,34,17,12,34,10,1,0,242.3,230,101,19,59,120,3.75
leach01,1983,MON,NL,33,16,11,33,8,4,0,222,195,77,15,84,137,3.12
smithbr01,1983,MON,NL,49,6,11,12,5,3,3,155.3,142,43,13,43,101,2.49
burrira01,1983,MON,NL,40,4,7,17,2,1,0,154,139,63,13,56,100,3.68
reardje01,1983,MON,NL,66,7,9,0,0,0,21,92,87,31,7,44,78,3.03
schatda01,1983,MON,NL,58,5,2,2,0,0,2,87,88,31,3,25,48,3.21
sandesc01,1983,MON,NL,18,6,7,16,0,0,1,81.3,98,42,12,20,55,4.65
jamesbo01,1983,MON,NL,27,1,0,0,0,0,7,50,37,16,3,23,56,2.88
welshch01,1983,MON,NL,16,0,1,5,0,0,0,44.7,46,25,5,18,17,5.04
lerchra01,1983,MON,NL,19,1,3,5,0,0,0,38.7,45,29,6,18,24,6.75
bargagr01,1983,MON,NL,8,2,0,3,0,0,0,20,23,15,6,8,9,6.75
graperi01,1983,MON,NL,1,0,1,0,0,0,0,4,4,4,2,1,3,9
dixonto01,1983,MON,NL,4,0,1,0,0,0,0,3.7,6,4,1,1,4,9.82
frymawo01,1983,MON,NL,6,0,3,0,0,0,0,3,8,7,1,1,1,21
seaveto01,1983,NYM,NL,34,9,14,34,5,2,0,231,201,91,18,86,135,3.55
torremi01,1983,NYM,NL,39,10,17,34,5,0,0,222.3,227,108,16,113,94,4.37
lynched01,1983,NYM,NL,30,10,10,27,1,0,0,174.7,208,83,17,41,44,4.28
terrewa01,1983,NYM,NL,21,8,8,20,4,2,0,133.7,123,53,7,55,59,3.57
oroscje01,1983,NYM,NL,62,13,7,0,0,0,17,110,76,18,3,38,84,1.47
siskdo01,1983,NYM,NL,67,5,4,0,0,0,11,104.3,88,26,1,59,33,2.24
holmasc01,1983,NYM,NL,35,1,7,10,0,0,0,101,90,42,7,52,44,3.74
swancr01,1983,NYM,NL,27,2,8,18,0,0,1,96.3,112,59,14,42,43,5.51
diazca01,1983,NYM,NL,54,3,1,0,0,0,2,83.3,62,19,1,35,64,2.05
allenne01,1983,NYM,NL,21,2,7,4,1,1,2,54,57,27,6,36,32,4.5
gormato03,1983,NYM,NL,25,1,4,4,0,0,0,49.3,45,27,3,15,30,4.93
darliro01,1983,NYM,NL,5,1,3,5,1,0,0,35.3,31,11,0,17,23,2.8
ownberi01,1983,NYM,NL,10,1,3,4,0,0,0,34.7,31,18,4,21,19,4.67
learyti01,1983,NYM,NL,2,1,1,2,1,0,0,10.7,15,4,0,4,9,3.38
gaffbr01,1983,NYM,NL,4,1,0,0,0,0,0,10.3,18,7,0,1,4,6.1
guidrro01,1983,NYY,AL,31,21,9,31,21,3,0,250.3,232,95,26,60,156,3.42
rawlesh01,1983,NYY,AL,34,14,14,33,13,2,1,238.3,246,100,19,79,124,3.78
righeda01,1983,NYY,AL,31,14,8,31,7,2,0,217,194,83,12,67,169,3.44
frazige01,1983,NYY,AL,61,4,4,0,0,0,8,115.3,94,44,5,45,78,3.43
shirlbo01,1983,NYY,AL,25,5,8,17,1,1,0,108,122,61,10,36,53,5.08
fontera01,1983,NYY,AL,15,8,2,15,3,1,0,97.3,101,36,3,25,27,3.33
murrada01,1983,NYY,AL,40,2,4,0,0,0,1,94.3,113,47,5,22,45,4.48
gossari01,1983,NYY,AL,57,13,5,0,0,0,22,87.3,82,22,5,25,90,2.27
howelja01,1983,NYY,AL,19,1,5,12,2,0,0,82,89,49,7,35,61,5.38
keougma02,1983,NYY,AL,12,3,4,12,0,0,0,55.7,59,32,12,20,26,5.17
montejo01,1983,NYY,AL,6,5,0,6,0,0,0,38,39,14,3,10,15,3.32
alexado01,1983,NYY,AL,8,0,2,5,0,0,0,28.3,31,20,6,7,17,6.35
mayru01,1983,NYY,AL,15,1,5,0,0,0,0,18.3,22,14,1,12,16,6.87
erickro01,1983,NYY,AL,5,0,1,0,0,0,0,16.7,13,8,1,8,7,4.32
kaufmcu01,1983,NYY,AL,4,0,0,0,0,0,0,8.7,10,3,0,4,8,3.12
larocda01,1983,NYY,AL,1,0,0,0,0,0,0,1,2,2,1,0,0,18
codirch01,1983,OAK,AL,37,12,12,31,7,2,1,205.7,208,102,17,72,85,4.46
mccatst01,1983,OAK,AL,38,6,9,24,3,2,5,167,156,74,16,82,65,3.99
conroti01,1983,OAK,AL,39,7,10,18,3,1,0,162.3,141,71,17,98,112,3.94
underto01,1983,OAK,AL,51,9,7,15,0,0,4,144.7,156,65,13,50,62,4.04
kruegbi01,1983,OAK,AL,17,7,6,16,2,0,0,109.7,104,44,7,53,58,3.61
burgmto01,1983,OAK,AL,49,6,7,0,0,0,4,96,89,30,2,32,39,2.81
norrimi01,1983,OAK,AL,16,4,5,16,2,0,0,88.7,68,37,11,36,63,3.76
heimugo01,1983,OAK,AL,16,3,5,14,2,1,0,83.7,93,41,8,29,31,4.41
atherke01,1983,OAK,AL,29,2,5,0,0,0,4,68.3,53,21,7,23,40,2.77
warremi01,1983,OAK,AL,12,5,3,9,3,1,0,65.7,51,30,4,18,30,4.11
beardda01,1983,OAK,AL,43,5,5,0,0,0,10,61,55,38,8,36,40,5.61
bakerst01,1983,OAK,AL,35,3,3,1,0,0,5,54,59,26,4,26,23,4.33
keougma02,1983,OAK,AL,14,2,3,4,0,0,0,44,50,27,7,31,28,5.52
jonesje01,1983,OAK,AL,13,1,1,1,0,0,0,29.7,43,19,7,8,14,5.76
langfri01,1983,OAK,AL,7,0,4,7,0,0,0,20,43,27,4,10,2,12.15
smithma02,1983,OAK,AL,8,1,0,1,0,0,0,14.7,24,11,0,6,10,6.75
farmeed01,1983,OAK,AL,5,0,0,1,0,0,0,10.3,15,4,1,0,7,3.48
callabe01,1983,OAK,AL,4,1,2,2,0,0,0,9.3,18,13,0,5,2,12.54
youngcu01,1983,OAK,AL,8,0,1,2,0,0,0,9,17,16,1,5,5,16
bradlbe01,1983,OAK,AL,6,0,0,0,0,0,0,8.3,14,6,1,4,3,6.48
grosswa01,1983,OAK,AL,1,0,0,0,0,0,0,2.3,2,0,0,1,0,0
worthri01,1983,OAK,AL,1,0,0,0,0,0,0,0,3,0,0,1,0,0
carltst01,1983,PHI,NL,37,15,16,37,8,3,0,283.7,277,98,20,84,275,3.11
dennyjo01,1983,PHI,NL,36,19,6,36,7,1,0,242.7,229,64,9,53,139,2.37
hudsoch02,1983,PHI,NL,26,8,8,26,3,0,0,169.3,158,63,13,53,101,3.35
bystrma01,1983,PHI,NL,24,6,9,23,1,1,0,119.3,136,61,6,44,87,4.6
grosske01,1983,PHI,NL,17,4,6,17,1,1,0,96,100,38,13,35,66,3.56
reedro01,1983,PHI,NL,61,9,1,0,0,0,8,95.7,89,37,5,34,73,3.48
hernawi01,1983,PHI,NL,63,8,4,0,0,0,7,95.7,93,35,9,26,75,3.29
hollaal01,1983,PHI,NL,68,8,4,0,0,0,25,91.7,63,23,8,30,100,2.26
mcgratu01,1983,PHI,NL,34,2,1,1,0,0,0,55.7,58,22,4,19,30,3.56
chrisla01,1983,PHI,NL,9,2,4,9,0,0,0,48.3,42,21,2,17,44,3.91
altampo01,1983,PHI,NL,31,2,3,0,0,0,0,41.3,38,17,9,15,24,3.7
ruthvdi01,1983,PHI,NL,7,1,3,7,0,0,0,33.7,46,21,5,10,26,5.61
farmeed01,1983,PHI,NL,12,0,6,3,0,0,0,26.7,35,18,2,20,16,6.08
anderla02,1983,PHI,NL,17,1,0,0,0,0,0,26.3,19,7,0,9,14,2.39
ghelfto01,1983,PHI,NL,3,1,1,3,0,0,0,14.3,15,5,2,6,14,3.14
mongesi01,1983,PHI,NL,14,3,0,0,0,0,0,11.7,20,9,4,6,7,6.94
comerst01,1983,PHI,NL,3,1,0,1,0,0,0,8.7,11,5,0,3,1,5.19
carmado01,1983,PHI,NL,1,0,0,0,0,0,1,1,0,0,0,0,0,0
rhoderi01,1983,PIT,NL,36,13,13,35,7,2,1,244.3,256,84,13,68,153,3.09
mcwilla01,1983,PIT,NL,35,15,8,35,8,4,0,238,205,86,19,87,199,3.25
candejo01,1983,PIT,NL,33,15,8,32,2,0,0,197.7,191,71,15,45,157,3.23
tunnele01,1983,PIT,NL,35,11,6,25,5,3,0,177.7,167,72,15,58,95,3.65
deleojo01,1983,PIT,NL,15,7,3,15,3,2,0,108,75,34,5,47,118,2.83
guantce01,1983,PIT,NL,49,2,6,0,0,0,9,100.3,90,37,5,46,82,3.32
tekulke01,1983,PIT,NL,76,7,5,0,0,0,18,99,78,18,1,36,52,1.64
sarmima01,1983,PIT,NL,52,3,5,0,0,0,4,84.3,74,28,8,36,49,2.99
bibbyji01,1983,PIT,NL,29,5,12,12,0,0,2,78,92,58,10,51,44,6.69
scurrro01,1983,PIT,NL,61,4,9,0,0,0,7,68,63,42,6,53,67,5.56
robindo01,1983,PIT,NL,9,2,2,6,0,0,0,36.3,43,18,5,21,28,4.46
niemara01,1983,PIT,NL,8,0,1,1,0,0,0,13.7,20,14,2,7,8,9.22
winnji01,1983,PIT,NL,7,0,0,0,0,0,0,11,12,9,2,6,3,7.36
tomlida01,1983,PIT,NL,5,0,0,0,0,0,0,4,6,3,0,1,5,6.75
pulidal01,1983,PIT,NL,1,0,0,1,0,0,0,2,4,2,2,1,1,9
owchibo01,1983,PIT,NL,1,0,0,0,0,0,0,0,2,0,1,0,0,0
shower01,1983,SDP,NL,35,15,12,33,4,2,0,200.7,201,93,25,74,120,4.17
draveda01,1983,SDP,NL,28,14,10,28,9,1,0,183.7,181,73,18,44,74,3.58
lollati01,1983,SDP,NL,30,7,12,30,1,0,0,175.7,170,90,22,85,135,4.61
whitsed01,1983,SDP,NL,31,5,7,21,2,0,1,144.3,143,69,23,50,81,4.3
hawkian01,1983,SDP,NL,21,5,7,19,4,1,0,119.7,106,39,8,48,59,2.93
thurmma01,1983,SDP,NL,21,7,3,18,2,0,0,115.3,104,34,7,33,49,2.65
deleolu01,1983,SDP,NL,63,6,6,0,0,0,13,111,89,33,8,27,90,2.68
montejo01,1983,SDP,NL,31,9,4,10,1,0,4,95.3,94,35,6,32,52,3.3
lucasga01,1983,SDP,NL,62,5,8,0,0,0,17,91,85,29,9,34,60,2.87
sosael01,1983,SDP,NL,41,1,4,1,0,0,1,72.3,72,35,7,30,45,4.35
mongesi01,1983,SDP,NL,47,7,3,0,0,0,7,68.7,65,24,4,31,32,3.15
chifffl01,1983,SDP,NL,15,0,2,0,0,0,1,22.7,17,8,0,10,15,3.18
welshch01,1983,SDP,NL,7,0,1,1,0,0,0,14.3,13,4,2,2,5,2.51
couchmi01,1983,SDP,NL,8,0,1,0,0,0,0,14,12,8,1,6,5,5.14
rasmude01,1983,SDP,NL,4,0,0,1,0,0,0,13.7,10,3,1,8,13,1.98
bookegr01,1983,SDP,NL,6,0,1,1,0,0,0,11.7,18,10,2,9,5,7.71
deckema01,1983,SDP,NL,4,0,0,0,0,0,0,8.7,5,2,1,3,9,2.08
fireost01,1983,SDP,NL,3,0,0,0,0,0,0,5,4,1,0,2,1,1.8
youngma01,1983,SEA,AL,33,11,15,32,5,2,0,203.7,178,74,17,79,130,3.27
beattji01,1983,SEA,AL,30,10,15,29,8,2,0,196.7,197,84,12,66,132,3.84
stoddbo01,1983,SEA,AL,35,9,17,23,2,1,0,175.7,182,86,29,58,87,4.41
clarkbr01,1983,SEA,AL,41,7,10,17,2,0,0,162.3,160,71,14,72,76,3.94
mooremi01,1983,SEA,AL,22,6,8,21,3,2,0,128,130,67,10,60,108,4.71
perryga01,1983,SEA,AL,16,3,10,16,2,0,0,102,116,56,18,23,42,4.94
thomaro02,1983,SEA,AL,43,3,1,0,0,0,1,88.7,95,34,3,32,77,3.45
abbotgl01,1983,SEA,AL,14,5,3,14,2,0,0,82.3,103,42,9,15,38,4.59
caudibi01,1983,SEA,AL,63,2,8,0,0,0,26,72.7,70,38,10,38,73,4.71
stantmi01,1983,SEA,AL,50,2,3,0,0,0,7,65,65,24,3,28,47,3.32
vandeed01,1983,SEA,AL,68,2,4,0,0,0,5,64.3,59,24,6,22,49,3.36
nunezed01,1983,SEA,AL,14,0,4,5,0,0,0,37,40,18,3,22,35,4.38
nelsoge01,1983,SEA,AL,10,0,3,5,1,0,0,32,38,28,6,21,11,7.88
bestka01,1983,SEA,AL,4,0,1,0,0,0,0,5.3,14,8,2,5,3,13.5
castima01,1983,SEA,AL,1,0,0,0,0,0,0,2.7,8,7,3,3,2,23.63
breinfr01,1983,SFG,NL,32,11,12,32,6,0,0,202.7,202,86,15,60,117,3.82
krukomi01,1983,SFG,NL,31,11,11,31,2,1,0,184.3,189,81,17,76,136,3.95
hammaat01,1983,SFG,NL,23,10,9,23,8,3,0,172.3,147,43,9,32,127,2.25
laskebi01,1983,SFG,NL,25,13,10,25,1,0,0,148.3,151,69,18,45,81,4.19
mcgafan01,1983,SFG,NL,43,3,9,16,0,0,2,134.3,131,64,17,39,93,4.29
davisma01,1983,SFG,NL,20,6,4,20,2,2,0,111,93,43,14,50,83,3.49
mintogr01,1983,SFG,NL,73,7,11,0,0,0,22,106.7,117,42,6,47,38,3.54
martire01,1983,SFG,NL,37,2,4,6,0,0,1,94.3,95,44,11,51,43,4.2
barrji01,1983,SFG,NL,53,5,3,0,0,0,2,92.7,106,41,7,20,47,3.98
lavelga01,1983,SFG,NL,56,7,4,0,0,0,20,87,73,25,4,19,68,2.59
calvema01,1983,SFG,NL,18,1,4,4,0,0,0,37.3,46,26,2,34,14,6.27
garresc01,1983,SFG,NL,5,2,2,5,1,1,0,35.7,33,10,4,19,16,2.52
chrismi01,1983,SFG,NL,7,0,0,0,0,0,0,13.3,16,12,1,16,5,8.1
lerchra01,1983,SFG,NL,7,1,0,0,0,0,0,10.7,9,4,1,8,6,3.38
larkipa01,1983,SFG,NL,5,0,0,0,0,0,0,10.3,13,5,1,3,6,4.35
kingmbr01,1983,SFG,NL,3,0,0,0,0,0,0,4.7,10,4,0,1,1,7.71
andujjo01,1983,STL,NL,39,6,16,34,5,2,1,225,215,104,23,75,125,4.16
stupejo01,1983,STL,NL,40,12,11,30,6,1,1,198,202,81,15,71,81,3.68
lapoida01,1983,STL,NL,37,12,9,29,1,0,0,191.3,191,84,12,84,113,3.95
forscbo01,1983,STL,NL,34,10,12,30,6,2,0,187,190,89,23,54,56,4.28
allenne01,1983,STL,NL,25,10,6,18,4,2,0,121.7,122,50,6,48,74,3.7
suttebr01,1983,STL,NL,60,9,10,0,0,0,21,89.3,90,42,8,30,64,4.23
coxda01,1983,STL,NL,12,3,6,12,0,0,0,83,92,30,6,23,36,3.25
lahtije01,1983,STL,NL,53,3,3,0,0,0,0,74,64,26,2,29,26,3.16
vonohda01,1983,STL,NL,46,3,2,0,0,0,2,68.3,71,25,3,25,21,3.29
martijo05,1983,STL,NL,26,3,1,5,0,0,0,66.3,60,26,6,26,29,3.53
ruckeda01,1983,STL,NL,34,5,3,0,0,0,0,37,36,11,1,18,22,2.68
kaatji01,1983,STL,NL,24,0,0,0,0,0,0,34.7,48,15,5,10,19,3.89
bairdo01,1983,STL,NL,26,1,1,0,0,0,1,29.7,24,10,4,13,21,3.03
hagenke01,1983,STL,NL,9,2,2,4,0,0,0,22.3,34,12,0,7,7,4.84
citarra01,1983,STL,NL,6,0,0,0,0,0,0,11,8,2,0,3,4,1.64
bakerst01,1983,STL,NL,8,0,1,0,0,0,0,10,10,2,0,4,1,1.8
rasmuer01,1983,STL,NL,6,0,0,0,0,0,1,7.7,16,10,1,4,6,11.74
keeneje01,1983,STL,NL,4,0,0,0,0,0,0,4.3,6,4,0,1,4,8.31
houghch01,1983,TEX,AL,34,15,13,33,11,3,0,252,219,89,22,95,152,3.18
smithmi03,1983,TEX,AL,33,10,14,33,10,0,0,223.3,233,97,14,71,135,3.91
darwida01,1983,TEX,AL,28,8,13,26,9,2,0,183,175,71,9,62,92,3.49
honeyri01,1983,TEX,AL,25,14,8,25,5,2,0,174.7,168,47,9,37,56,2.42
tananfr01,1983,TEX,AL,29,7,9,22,3,0,0,159.3,144,56,14,49,108,3.16
butchjo01,1983,TEX,AL,38,6,6,6,1,1,5,123,128,48,8,41,58,3.51
matlajo01,1983,TEX,AL,25,2,4,9,2,0,0,73.3,90,38,7,27,38,4.66
jonesod01,1983,TEX,AL,42,3,6,0,0,0,10,67,56,23,4,22,50,3.09
stewada01,1983,TEX,AL,8,5,2,8,2,0,0,59,50,14,2,17,24,2.14
schmida01,1983,TEX,AL,31,3,3,0,0,0,2,46.3,42,20,3,14,29,3.88
tobikda01,1983,TEX,AL,27,2,1,0,0,0,9,44,36,18,2,13,30,3.68
cruzvi01,1983,TEX,AL,17,1,3,0,0,0,5,25,16,4,2,10,18,1.44
henketo01,1983,TEX,AL,8,1,0,0,0,0,1,16,16,6,1,4,17,3.38
masonmi01,1983,TEX,AL,5,0,2,0,0,0,0,10.7,10,7,0,6,9,5.91
lachoal01,1983,TEX,AL,2,0,1,1,0,0,0,8,9,2,0,2,8,2.25
wrighri01,1983,TEX,AL,1,0,0,0,0,0,0,2,0,0,0,1,2,0
stiebda01,1983,TOR,AL,36,17,12,36,14,4,0,278,223,94,21,93,187,3.04
clancji01,1983,TOR,AL,34,15,11,34,11,1,0,223,238,97,23,61,99,3.91
leallu01,1983,TOR,AL,35,13,12,35,7,1,0,217.3,216,104,23,65,116,4.31
gottji01,1983,TOR,AL,34,9,14,30,6,1,0,176.7,195,93,15,68,121,4.74
alexado01,1983,TOR,AL,17,7,6,15,5,0,0,116.7,126,51,14,26,46,3.93
ackerji01,1983,TOR,AL,38,5,1,5,0,0,1,97.7,103,47,7,38,44,4.33
jacksro03,1983,TOR,AL,49,8,3,0,0,0,7,92,92,46,6,41,48,4.5
mclaujo01,1983,TOR,AL,50,7,4,0,0,0,9,64.7,63,32,11,37,47,4.45
moffira01,1983,TOR,AL,45,6,2,0,0,0,10,57.3,52,24,5,24,38,3.77
geiseda01,1983,TOR,AL,47,0,3,0,0,0,5,52.3,47,27,4,31,50,4.64
morgami01,1983,TOR,AL,16,0,3,4,0,0,0,45.3,48,26,6,21,22,5.16
clarkst02,1983,TOR,AL,10,1,1,0,0,0,0,11,10,4,2,5,7,3.27
willima03,1983,TOR,AL,4,1,1,3,0,0,0,8,13,13,5,7,5,14.63
coopedo01,1983,TOR,AL,4,0,0,0,0,0,0,5.3,8,4,3,0,5,6.75
honeyri01,1983,TOT,ZZ,34,16,11,32,6,2,0,213.7,214,72,15,50,74,3.03
perryga01,1983,TOT,AL,30,7,14,30,3,1,0,186.3,214,96,24,49,82,4.64
ruthvdi01,1983,TOT,NL,32,13,12,32,5,2,0,183,202,89,22,38,99,4.38
barkele01,1983,TOT,ZZ,30,9,16,30,4,1,0,182.7,181,99,16,66,126,4.88
allenne01,1983,TOT,NL,46,12,13,22,5,3,2,175.7,179,77,12,84,106,3.94
alexado01,1983,TOT,AL,25,7,8,20,5,0,0,145,157,71,20,33,63,4.41
stewada01,1983,TOT,ZZ,54,10,4,9,2,0,8,135,117,39,6,50,78,2.6
montejo01,1983,TOT,ZZ,37,14,4,16,1,0,4,133.3,133,49,9,42,67,3.31
abbotgl01,1983,TOT,AL,21,7,4,21,3,1,0,129,146,52,14,22,49,3.63
hernawi01,1983,TOT,NL,74,9,4,1,0,0,8,115.3,109,42,9,32,93,3.28
keougma02,1983,TOT,AL,26,5,7,16,0,0,0,99.7,109,59,19,51,54,5.33
bairdo01,1983,TOT,ZZ,53,8,4,1,0,0,5,85.3,75,34,12,32,60,3.58
mongesi01,1983,TOT,NL,61,10,3,0,0,0,7,80.3,85,33,8,37,39,3.7
martijo05,1983,TOT,ZZ,41,3,1,5,0,0,1,79.7,75,37,8,30,40,4.18
easteja01,1983,TOT,AL,53,4,3,0,0,0,4,68.7,83,28,4,32,45,3.67
bakerst01,1983,TOT,ZZ,43,3,4,1,0,0,5,64,69,28,4,30,24,3.94
behenri01,1983,TOT,ZZ,19,3,5,10,0,0,0,63.3,59,31,7,26,26,4.41
rasmuer01,1983,TOT,ZZ,17,3,6,9,2,1,1,60.3,77,38,5,26,24,5.66
welshch01,1983,TOT,NL,23,0,2,6,0,0,0,59,59,29,7,20,22,4.42
jamesbo01,1983,TOT,ZZ,31,1,0,0,0,0,7,54,42,21,5,26,60,3.5
waitsri01,1983,TOT,AL,18,0,3,2,0,0,0,49.7,62,27,2,20,33,4.89
lerchra01,1983,TOT,NL,26,2,3,5,0,0,0,49.3,54,33,7,26,30,6.02
ruckeda01,1983,TOT,ZZ,38,6,5,3,0,0,0,46,54,28,3,26,28,5.48
farmeed01,1983,TOT,ZZ,17,0,6,4,0,0,0,37,50,22,3,20,23,5.35
wrighri01,1983,TOT,ZZ,7,0,0,0,0,0,0,8.3,5,2,0,3,7,2.17
mahleri01,1984,ATL,NL,38,13,10,29,9,1,0,222,209,77,13,62,106,3.12
perezpa01,1984,ATL,NL,30,14,8,30,4,1,0,211.7,208,88,26,51,145,3.74
mcmurcr01,1984,ATL,NL,37,9,17,30,0,0,0,183.3,184,88,16,102,99,4.32
campri01,1984,ATL,NL,31,8,6,21,1,0,0,148.7,134,54,11,63,69,3.27
barkele01,1984,ATL,NL,21,7,8,20,1,0,0,126.3,120,54,10,38,95,3.85
falcope01,1984,ATL,NL,35,5,7,16,2,1,2,120,115,55,15,57,55,4.13
garbege01,1984,ATL,NL,62,3,6,0,0,0,11,106,103,36,7,24,55,3.06
bedrost01,1984,ATL,NL,40,9,6,4,0,0,11,83.7,65,22,5,33,81,2.37
dedmoje01,1984,ATL,NL,54,4,3,0,0,0,4,81,86,34,5,35,51,3.78
mooredo01,1984,ATL,NL,47,4,5,0,0,0,16,64.3,63,21,3,18,47,2.94
brizzto01,1984,ATL,NL,10,1,2,4,0,0,0,29,33,17,4,13,17,5.28
forstte01,1984,ATL,NL,25,2,0,0,0,0,5,26.7,30,8,1,7,10,2.7
smithza01,1984,ATL,NL,3,1,0,3,0,0,0,20,16,5,1,13,16,2.25
dayleke01,1984,ATL,NL,4,0,3,4,0,0,0,18.7,28,11,5,6,10,5.3
paynemi01,1984,ATL,NL,3,0,1,1,0,0,0,5.7,7,4,0,3,3,6.35
boddimi01,1984,BAL,AL,34,20,11,34,16,4,0,261.3,218,81,23,81,128,2.79
flanami01,1984,BAL,AL,34,13,13,34,10,2,0,226.7,213,89,24,81,115,3.53
davisst02,1984,BAL,AL,35,14,9,31,10,2,1,225,205,78,7,71,105,3.12
mcgresc01,1984,BAL,AL,30,15,12,30,10,3,0,196.3,216,86,18,54,67,3.94
martide01,1984,BAL,AL,34,6,9,20,2,0,0,141.7,145,79,26,37,77,5.02
stewasa01,1984,BAL,AL,60,7,4,0,0,0,13,93,81,34,7,47,56,3.29
martiti01,1984,BAL,AL,55,4,9,0,0,0,17,89.7,88,39,9,51,72,3.91
underto01,1984,BAL,AL,37,1,0,1,0,0,1,71.7,78,28,8,31,39,3.52
swaggbi01,1984,BAL,AL,23,3,2,6,0,0,0,57,68,33,7,21,18,5.21
brownma02,1984,BAL,AL,9,1,2,0,0,0,0,23,22,10,2,7,10,3.91
palmeji01,1984,BAL,AL,5,0,3,3,0,0,0,17.7,22,18,2,17,4,9.17
paceljo01,1984,BAL,AL,6,0,1,1,0,0,0,14.7,15,11,2,9,8,6.75
dixonke01,1984,BAL,AL,2,0,1,2,0,0,0,13,14,6,1,4,8,4.15
snellna01,1984,BAL,AL,5,1,1,0,0,0,0,7.7,8,2,1,1,7,2.35
cruzto02,1984,BAL,AL,1,0,0,0,0,0,0,1,0,0,0,0,0,0
hurstbr01,1984,BOS,AL,33,12,12,33,9,2,0,218,232,95,25,88,136,3.92
ojedabo01,1984,BOS,AL,33,12,12,32,8,5,0,216.7,211,96,17,96,137,3.99
boydoi01,1984,BOS,AL,29,12,12,26,10,3,0,197.7,207,96,18,53,134,4.37
nippeal01,1984,BOS,AL,29,11,6,24,6,0,0,182.7,183,79,18,52,84,3.89
clemero02,1984,BOS,AL,21,9,4,20,5,1,0,133.3,146,64,13,29,126,4.32
stanlbo01,1984,BOS,AL,57,9,10,0,0,0,22,106.7,113,42,9,23,52,3.54
clearma01,1984,BOS,AL,47,8,3,0,0,0,8,67,47,30,2,70,76,4.03
brownmi01,1984,BOS,AL,15,1,8,11,0,0,0,67,104,51,9,19,32,6.85
eckerde01,1984,BOS,AL,9,4,4,9,2,0,0,64.7,71,36,10,13,33,5.01
johnsjo04,1984,BOS,AL,30,1,2,3,0,0,1,63.7,64,25,7,27,57,3.53
crawfst01,1984,BOS,AL,35,5,0,0,0,0,1,62,69,23,6,21,21,3.34
galeri01,1984,BOS,AL,13,2,3,4,0,0,0,43.7,57,27,6,18,28,5.56
mitchch01,1984,BOS,AL,10,0,0,0,0,0,0,16.3,14,5,1,6,7,2.76
dorseji01,1984,BOS,AL,2,0,0,0,0,0,0,2.7,6,3,0,2,4,10.13
wittmi01,1984,CAL,AL,34,15,11,34,9,2,0,246.7,227,95,17,84,196,3.47
romanro01,1984,CAL,AL,33,12,12,33,8,2,0,229.7,240,96,23,61,87,3.76
zahnge01,1984,CAL,AL,28,13,10,27,9,5,0,199.3,200,69,11,48,61,3.12
johnto01,1984,CAL,AL,32,7,13,29,4,1,0,181.3,223,91,15,56,47,4.52
slatoji01,1984,CAL,AL,32,7,10,22,5,1,0,163,192,90,22,56,67,4.97
corbedo01,1984,CAL,AL,45,5,1,1,0,0,4,85,76,20,2,30,48,2.12
sanchlu01,1984,CAL,AL,49,9,7,0,0,0,11,83.7,84,31,10,33,62,3.33
kaufmcu01,1984,CAL,AL,29,2,3,1,0,0,1,69,68,35,13,20,41,4.57
kisonbr01,1984,CAL,AL,20,4,5,7,0,0,2,65.3,72,39,10,28,66,5.37
aasedo01,1984,CAL,AL,23,4,1,0,0,0,8,39,30,7,1,19,28,1.62
lacorfr01,1984,CAL,AL,13,1,2,1,0,0,0,29.3,33,23,9,13,13,7.06
curtijo01,1984,CAL,AL,17,1,2,0,0,0,0,28.7,30,14,4,11,18,4.4
forscke01,1984,CAL,AL,2,1,1,2,1,0,0,16.3,14,4,2,3,10,2.2
brownst02,1984,CAL,AL,3,0,1,3,0,0,0,11,16,11,0,9,5,9
swancr01,1984,CAL,AL,2,0,1,1,0,0,0,5,8,6,3,0,2,10.8
steirri01,1984,CAL,AL,1,0,1,1,0,0,0,2.7,6,5,0,2,2,16.88
clibust02,1984,CAL,AL,1,0,0,0,0,0,0,2,3,3,0,1,1,13.5
smithda03,1984,CAL,AL,1,0,0,0,0,0,0,1,4,2,1,0,0,18
troutst01,1984,CHC,NL,32,13,7,31,6,2,0,190,205,72,7,59,81,3.41
eckerde01,1984,CHC,NL,24,10,8,24,2,0,0,160.3,152,54,11,36,81,3.03
sutclri01,1984,CHC,NL,20,16,1,20,7,3,0,150.3,123,45,9,39,155,2.69
sandesc01,1984,CHC,NL,24,8,5,24,3,0,0,140.7,140,49,5,24,76,3.14
ruthvdi01,1984,CHC,NL,23,6,10,22,0,0,0,126.7,154,71,14,41,55,5.04
smithle02,1984,CHC,NL,69,9,7,0,0,0,33,101,98,41,6,35,86,3.65
reuscri01,1984,CHC,NL,19,5,5,14,1,0,0,92.3,123,53,7,23,43,5.17
stoddti01,1984,CHC,NL,58,10,6,0,0,0,7,92,77,39,9,57,87,3.82
rainech01,1984,CHC,NL,17,5,7,16,0,0,0,88.3,102,42,4,38,45,4.28
bordiri01,1984,CHC,NL,31,5,2,7,0,0,4,83.3,78,32,11,20,41,3.46
