LahmanID,Year,Team,Lg,G,W,L,GS,CG,SH,SV,IP,H,ER,HR,BB,SO,ERA
easonma01,1906,BRO,NL,34,10,17,26,18,3,1,227,212,82,1,74,64,3.25
pastoji01,1906,BRO,NL,29,10,14,24,16,3,0,211.7,225,85,4,69,58,3.61
whitije01,1906,BRO,NL,3,1,1,2,2,1,0,24.7,26,8,0,6,7,2.92
doschja01,1906,BRO,NL,2,0,1,1,1,0,0,14,12,2,0,4,10,1.29
mcfarch02,1906,BRO,NL,1,0,1,1,1,0,0,9,10,8,1,5,5,8
knollhu01,1906,BRO,NL,2,0,0,0,0,0,0,6.7,13,3,0,2,3,4.05
youngir01,1906,BSN,NL,43,16,25,41,37,4,0,358.3,349,116,7,83,151,2.91
lindavi01,1906,BSN,NL,39,12,23,37,32,2,0,307.3,303,83,4,90,115,2.43
pfeffbi01,1906,BSN,NL,35,13,22,35,33,4,0,302.3,270,99,4,114,158,2.95
dornegu01,1906,BSN,NL,34,8,25,32,29,0,0,273.3,264,111,5,103,104,3.65
withero01,1906,BSN,NL,8,0,3,3,3,0,0,46,59,32,2,19,14,6.26
moronji01,1906,BSN,NL,3,0,3,3,3,0,0,27,28,16,1,12,11,5.33
dolanco01,1906,BSN,NL,2,0,1,0,0,0,0,12,12,6,1,6,7,4.5
camerja01,1906,BSN,NL,2,0,0,1,0,0,0,6,4,0,0,6,2,0
mccarbi02,1906,BSN,NL,1,0,0,0,0,0,0,2,2,2,0,3,0,9
brownmo01,1906,CHC,NL,36,26,6,32,27,9,3,277.3,198,32,1,61,144,1.04
pfiesja01,1906,CHC,NL,31,20,8,29,20,4,0,250.7,173,42,3,63,153,1.51
reulbed01,1906,CHC,NL,33,19,4,24,20,6,3,218,129,40,2,92,94,1.65
lundgca01,1906,CHC,NL,27,17,6,24,21,5,2,207.7,160,51,3,89,103,2.21
tayloja02,1906,CHC,NL,17,12,3,16,15,2,0,147.3,116,30,1,39,34,1.83
overaor01,1906,CHC,NL,18,12,3,14,13,2,1,144,116,30,1,51,94,1.88
wickebo01,1906,CHC,NL,10,3,5,8,5,0,0,72.3,70,24,0,19,25,2.99
beebefr01,1906,CHC,NL,14,6,1,6,4,0,1,70,56,21,1,32,55,2.7
harpeja01,1906,CHC,NL,1,0,0,1,0,0,0,1,0,0,0,0,0,0
owenfr01,1906,CHW,AL,42,22,13,36,27,7,0,293,289,76,4,54,66,2.33
altroni01,1906,CHW,AL,38,20,13,30,25,4,0,287.7,269,66,0,42,99,2.06
walshed01,1906,CHW,AL,41,17,13,31,24,10,1,278.3,215,58,1,58,171,1.88
whitedo01,1906,CHW,AL,28,18,6,24,20,7,0,219.3,160,37,2,38,95,1.52
pattero01,1906,CHW,AL,21,10,7,18,12,3,1,142,119,33,1,17,45,2.09
smithfr03,1906,CHW,AL,20,5,5,13,8,1,1,122,124,46,3,37,53,3.39
fienelo01,1906,CHW,AL,6,1,1,2,1,0,0,31,35,10,0,9,12,2.9
isbelfr01,1906,CHW,AL,1,0,0,0,0,0,0,2,1,0,0,0,2,0
weimeja01,1906,CIN,NL,41,20,14,39,31,6,1,304.7,263,75,0,99,141,2.22
ewingbo01,1906,CIN,NL,33,13,14,32,26,2,0,287.7,248,76,4,60,145,2.38
frasech01,1906,CIN,NL,31,10,20,28,25,2,0,236,221,70,1,80,58,2.67
wickebo01,1906,CIN,NL,20,6,11,17,14,0,0,150,150,45,3,46,69,2.7
hallch02,1906,CIN,NL,14,4,8,9,9,1,1,95,86,35,1,50,49,3.32
overaor01,1906,CIN,NL,13,4,5,10,6,0,0,82.3,77,39,1,46,33,4.26
chechch01,1906,CIN,NL,11,1,4,5,5,0,3,66,59,17,1,24,17,2.32
essicbi01,1906,CIN,NL,6,2,2,4,3,0,0,39.3,39,13,1,16,16,2.97
harpeja01,1906,CIN,NL,5,1,4,5,3,0,0,36.7,38,17,1,20,10,4.17
druhoca01,1906,CIN,NL,4,2,2,3,1,0,0,25,27,12,0,7,14,4.32
haffole01,1906,CIN,NL,3,1,1,1,1,0,0,19,13,2,0,11,5,0.95
dornegu01,1906,CIN,NL,2,0,1,1,1,0,0,15,16,2,0,4,5,1.2
masonde01,1906,CIN,NL,2,0,1,1,1,0,0,12,10,6,1,6,4,4.5
tiemeed01,1906,CIN,NL,1,0,0,0,0,0,0,1,1,0,0,1,1,0
hessot01,1906,CLE,AL,43,20,17,36,33,7,3,333.7,274,68,4,85,167,1.83
rhoadbo01,1906,CLE,AL,38,22,10,34,31,7,0,315,259,63,5,92,89,1.8
jossad01,1906,CLE,AL,34,21,9,31,28,9,1,282,220,54,3,43,106,1.72
bernhbi01,1906,CLE,AL,31,16,15,30,23,2,0,255.3,235,72,1,47,85,2.54
townsha01,1906,CLE,AL,17,3,7,12,8,1,0,92.7,92,30,1,31,31,2.91
eellsha01,1906,CLE,AL,14,4,5,8,6,1,0,86.3,77,25,1,48,35,2.61
mooreea01,1906,CLE,AL,5,1,1,4,2,0,0,29.7,27,13,1,18,8,3.94
liebhgl01,1906,CLE,AL,2,2,0,2,2,0,0,18,13,3,0,1,9,1.5
mullige01,1906,DET,AL,40,21,18,40,35,2,0,330,315,102,3,108,123,2.78
donahre01,1906,DET,AL,28,13,14,28,26,3,0,241,260,73,1,54,82,2.73
sieveed01,1906,DET,AL,30,14,11,25,20,1,0,222.7,240,67,5,45,71,2.71
donovbi01,1906,DET,AL,25,9,15,25,22,0,0,211.7,221,74,4,72,85,3.15
killied01,1906,DET,AL,21,10,6,16,14,0,2,149.7,165,57,0,54,47,3.43
eubanjo01,1906,DET,AL,24,4,10,12,7,1,2,135,147,53,0,35,38,3.53
willeed01,1906,DET,AL,3,0,3,3,3,0,0,25,24,11,0,8,16,3.96
wiggsji01,1906,DET,AL,4,0,0,1,0,0,0,10.3,11,6,1,7,7,5.23
rowanja01,1906,DET,AL,1,0,1,1,1,0,0,9,15,11,0,6,0,11
mcginjo01,1906,NYG,NL,45,27,12,37,32,3,2,339.7,316,85,1,71,105,2.25
mathech01,1906,NYG,NL,38,22,12,35,22,6,1,266.7,262,88,3,77,128,2.97
wiltsho01,1906,NYG,NL,38,16,11,26,21,4,6,249.3,227,63,3,58,125,2.27
taylodu01,1906,NYG,NL,31,17,9,27,13,2,0,213,186,52,4,57,91,2.2
amesre01,1906,NYG,NL,31,12,10,25,15,1,1,203.3,166,60,1,93,156,2.66
ferguge01,1906,NYG,NL,22,2,0,1,1,1,7,52.3,43,15,1,24,32,2.58
mathehe01,1906,NYG,NL,2,0,1,1,1,0,1,10,7,6,0,14,2,5.4
orthal01,1906,NYY,AL,45,27,17,39,36,3,0,338.7,317,88,2,66,133,2.34
chesbja01,1906,NYY,AL,49,23,17,42,24,4,1,325,314,107,2,75,152,2.96
hoggbi01,1906,NYY,AL,28,14,13,25,15,3,0,206,171,67,5,72,107,2.93
clarkwa01,1906,NYY,AL,32,9,4,16,9,3,0,151,135,39,6,55,64,2.32
newtodo01,1906,NYY,AL,21,7,5,15,6,2,0,125,118,44,3,33,52,3.17
griffcl01,1906,NYY,AL,17,2,2,2,1,0,2,59.7,58,20,0,15,16,3.02
doylesl01,1906,NYY,AL,9,2,1,6,3,2,0,45.3,34,12,1,13,28,2.38
leroylo01,1906,NYY,AL,11,2,0,2,1,0,1,44.7,33,11,0,12,28,2.22
hahnno01,1906,NYY,AL,6,3,2,6,3,1,0,42,38,18,0,6,17,3.86
hugheto02,1906,NYY,AL,3,1,0,1,1,0,0,15,11,7,2,1,5,4.2
bargecy01,1906,NYY,AL,2,0,0,1,0,0,1,5.3,7,6,0,3,3,10.13
wadderu01,1906,PHA,AL,43,15,17,34,22,8,0,272.7,221,67,1,92,196,2.21
bendech01,1906,PHA,AL,36,15,10,27,24,0,3,238.3,208,67,5,48,159,2.53
dygerji01,1906,PHA,AL,35,11,13,25,15,4,0,213.7,175,64,1,91,106,2.7
planked01,1906,PHA,AL,26,19,6,25,21,5,0,211.7,173,53,1,51,108,2.25
coombja01,1906,PHA,AL,23,10,10,18,13,1,0,173,144,48,0,68,90,2.5
coaklan01,1906,PHA,AL,22,7,8,16,10,0,0,149,144,52,0,44,59,3.14
cunnimi01,1906,PHA,AL,5,1,0,1,1,0,0,28,29,10,1,9,15,3.21
schumha01,1906,PHA,AL,4,0,2,2,1,0,0,18,21,8,0,8,9,4
holmeji01,1906,PHA,AL,3,0,1,1,0,0,0,9,10,4,0,8,1,4
bartlbi01,1906,PHA,AL,3,0,0,0,0,0,1,8.7,10,9,0,6,6,9.35
sparktu01,1906,PHI,NL,42,19,16,37,29,6,3,316.7,244,76,4,62,114,2.16
lushjo01,1906,PHI,NL,37,18,15,35,24,5,0,281,254,74,2,119,151,2.37
dugglbi01,1906,PHI,NL,42,13,19,30,22,5,2,280.3,241,70,5,66,83,2.25
richile01,1906,PHI,NL,33,9,11,22,14,3,0,205.7,170,55,3,79,65,2.41
pittito01,1906,PHI,NL,20,8,10,16,9,2,0,129.7,128,49,2,50,43,3.4
moserwa01,1906,PHI,NL,6,0,4,4,4,0,0,42.7,49,17,0,15,17,3.59
mcclojo01,1906,PHI,NL,9,3,2,4,3,0,0,41,46,13,2,9,6,2.85
kaneha01,1906,PHI,NL,6,1,3,3,2,0,0,28,28,12,0,18,14,3.86
roych01,1906,PHI,NL,7,0,1,1,0,0,0,18.3,24,10,0,5,6,4.91
nichoki01,1906,PHI,NL,4,0,1,2,1,0,0,11,17,12,0,13,1,9.82
willivi01,1906,PIT,NL,41,23,13,36,32,6,1,322,295,62,0,76,124,1.73
leevesa01,1906,PIT,NL,36,22,7,31,25,6,0,260.3,232,67,3,48,76,2.32
leifile01,1906,PIT,NL,37,18,13,31,24,8,1,255.7,214,53,3,68,111,1.87
phillde01,1906,PIT,NL,33,15,10,24,19,3,0,218.7,216,60,3,26,90,2.47
lynchmi02,1906,PIT,NL,18,6,5,12,7,0,0,119,101,32,2,31,48,2.42
hilleho01,1906,PIT,NL,7,3,2,5,4,1,0,53,42,13,1,21,32,2.21
mcfarch02,1906,PIT,NL,6,1,3,5,2,1,0,35.3,39,10,0,7,11,2.55
kargeed01,1906,PIT,NL,6,2,3,2,0,0,0,28,21,6,0,9,8,1.93
bradyki01,1906,PIT,NL,3,1,1,2,1,0,0,23,30,6,0,4,14,2.35
casech01,1906,PIT,NL,2,1,1,2,1,0,0,11,8,7,0,5,3,5.73
camniho01,1906,PIT,NL,2,1,0,1,1,1,0,9,6,2,0,5,5,2
mansklo01,1906,PIT,NL,2,0,0,1,0,0,0,8,12,5,0,5,6,5.63
maxwebe01,1906,PIT,NL,1,0,1,1,0,0,0,8,8,5,0,2,1,5.63
mcilvir01,1906,PIT,NL,2,0,1,1,0,0,0,7,10,6,1,2,3,7.71
howelha01,1906,SLB,AL,35,15,14,33,30,6,1,276.7,233,65,1,61,140,2.11
gladefr01,1906,SLB,AL,35,15,14,32,28,4,1,266.7,215,70,4,59,96,2.36
peltyba01,1906,SLB,AL,34,16,11,30,25,4,2,260.7,189,46,1,59,92,1.59
powelja01,1906,SLB,AL,28,13,14,26,25,3,1,244,196,48,2,55,132,1.77
jacobbe01,1906,SLB,AL,24,9,9,15,12,0,0,155,146,43,3,27,53,2.5
smithed03,1906,SLB,AL,19,8,11,18,13,0,0,154.7,153,64,3,53,45,3.72
brownbu01,1906,STL,NL,32,8,16,27,21,0,0,238.3,208,70,2,112,109,2.64
kargeed01,1906,STL,NL,25,5,16,20,17,0,1,191.7,193,58,0,43,73,2.72
beebefr01,1906,STL,NL,20,9,9,19,16,1,0,160.7,115,54,1,68,116,3.02
tayloja02,1906,STL,NL,17,8,9,17,17,1,0,155,133,37,3,47,27,2.15
druhoca01,1906,STL,NL,15,6,7,13,12,1,0,130.3,117,38,1,46,45,2.62
thompgu01,1906,STL,NL,17,2,11,12,8,0,0,103,111,49,2,25,36,4.28
eganwi01,1906,STL,NL,16,2,9,12,7,0,0,86.3,97,44,3,27,23,4.59
hoelsar01,1906,STL,NL,12,1,4,3,2,0,0,58.3,53,30,1,34,20,4.63
mcglyst01,1906,STL,NL,6,2,2,6,6,0,0,48,43,13,0,15,25,2.44
higgiir01,1906,STL,NL,7,1,4,6,4,0,0,47.3,50,17,1,11,14,3.23
rhodech01,1906,STL,NL,9,3,4,6,3,0,0,45,37,17,0,20,32,3.4
mcfarch02,1906,STL,NL,6,2,1,4,2,0,1,37.3,33,8,1,8,16,1.93
frommar01,1906,STL,NL,3,1,2,3,3,1,0,25,19,4,0,10,11,1.44
puttmam01,1906,STL,NL,4,2,2,4,0,0,0,18.7,23,11,2,9,12,5.3
thielja01,1906,STL,NL,1,0,1,1,0,0,0,5,5,2,0,2,0,3.6
adamsba01,1906,STL,NL,1,0,1,1,0,0,0,4,9,6,0,2,0,13.5
tayloja02,1906,TOT,NL,34,20,12,33,32,3,0,302.3,249,67,4,86,61,1.99
dornegu01,1906,TOT,NL,36,8,26,33,30,0,0,288.3,280,113,5,107,109,3.53
beebefr01,1906,TOT,NL,34,15,10,25,20,1,1,230.7,171,75,2,100,171,2.93
overaor01,1906,TOT,NL,31,16,8,24,19,2,1,226.3,193,69,2,97,127,2.74
wickebo01,1906,TOT,NL,30,9,16,25,19,0,0,222.3,220,69,3,65,94,2.79
kargeed01,1906,TOT,NL,31,7,19,22,17,0,1,219.7,214,64,0,52,81,2.62
druhoca01,1906,TOT,NL,19,8,9,16,13,1,0,155.3,144,50,1,53,59,2.9
mcfarch02,1906,TOT,NL,13,3,5,10,5,1,1,81.7,82,26,2,20,32,2.86
harpeja01,1906,TOT,NL,6,1,4,6,3,0,0,37.7,38,17,1,20,10,4.06
falkecy01,1906,WSH,AL,40,14,20,36,30,2,1,298.7,277,95,1,108,178,2.86
patteca01,1906,WSH,AL,38,19,16,32,28,7,0,282.7,253,68,2,79,96,2.17
smithch02,1906,WSH,AL,33,9,16,22,17,2,0,235.3,250,76,2,75,105,2.91
hugheto01,1906,WSH,AL,30,7,17,24,18,1,0,204,230,82,5,81,90,3.62
kitsofr01,1906,WSH,AL,30,6,14,21,15,1,0,197,196,80,2,57,59,3.65
goodwcl01,1906,WSH,AL,4,0,2,3,1,0,0,22.3,20,11,0,13,9,4.43
wolfeba01,1906,WSH,AL,4,0,3,3,2,0,0,20,17,9,0,10,8,4.05
hardyha01,1906,WSH,AL,5,0,3,3,2,0,0,20,35,20,0,12,4,9
sudhowi01,1906,WSH,AL,9,0,2,5,0,0,0,19.7,30,20,1,9,7,9.15
edmonbo01,1906,WSH,AL,2,0,1,1,1,0,0,10,10,5,0,2,0,4.5
wilsowi01,1906,WSH,AL,1,0,1,1,1,0,0,7,3,2,0,2,1,2.57
starkco01,1906,WSH,AL,1,0,0,0,0,0,0,3,7,6,1,2,1,18
stanljo02,1906,WSH,AL,1,0,0,0,0,0,0,3,3,4,1,1,0,12
youngcy01,1907,BOS,AL,43,21,15,37,33,6,2,343.3,286,76,3,51,147,1.99
wintege01,1907,BOS,AL,35,12,15,27,21,4,1,256.7,198,59,2,61,88,2.07
glazera01,1907,BOS,AL,32,9,13,21,11,1,0,182.3,150,47,4,48,68,2.32
pruiete01,1907,BOS,AL,35,3,11,17,6,2,3,173.7,166,60,1,59,54,3.11
tanneje01,1907,BOS,AL,18,6,7,16,10,2,1,131,131,36,3,20,29,2.47
morgacy01,1907,BOS,AL,16,6,6,13,9,2,0,114.3,77,25,1,34,50,1.97
harrijo02,1907,BOS,AL,12,0,7,5,3,0,0,59,57,20,0,13,24,3.05
oberlfr01,1907,BOS,AL,12,1,5,4,2,0,0,46,48,22,2,24,18,4.3
krohru01,1907,BOS,AL,7,1,4,5,1,0,0,34.3,33,10,0,8,8,2.62
dinnebi01,1907,BOS,AL,5,0,4,5,3,0,0,32.7,42,19,5,8,8,5.23
barryed01,1907,BOS,AL,2,0,1,2,1,0,0,17.3,13,4,1,5,6,2.08
steelel01,1907,BOS,AL,4,0,1,1,0,0,0,11.3,11,2,0,1,10,1.59
burchfr01,1907,BOS,AL,2,0,1,1,0,0,0,10,8,3,0,2,6,2.7
jacobbe01,1907,BOS,AL,2,0,0,1,0,0,0,2,2,2,0,3,1,9
ruckena01,1907,BRO,NL,37,15,13,30,26,4,0,275.3,242,63,3,80,131,2.06
bellge01,1907,BRO,NL,35,8,16,27,20,3,1,263.7,222,66,1,77,88,2.25
stricel01,1907,BRO,NL,29,12,14,26,25,4,0,229.7,211,58,1,65,69,2.27
pastoji01,1907,BRO,NL,28,16,12,26,20,4,0,222,218,58,2,77,70,2.35
mcintha01,1907,BRO,NL,28,7,15,22,19,3,0,199.7,178,53,6,79,49,2.39
scanldo01,1907,BRO,NL,17,6,8,15,10,2,0,107,90,38,1,61,59,3.2
henlewe01,1907,BRO,NL,7,1,5,7,5,0,0,56,54,19,2,21,11,3.05
whitije01,1907,BRO,NL,1,0,0,0,0,0,0,3,3,4,0,3,2,12
dornegu01,1907,BSN,NL,36,12,16,31,24,2,0,271.3,253,94,4,92,85,3.12
lindavi01,1907,BSN,NL,34,11,15,28,24,2,1,260,252,105,10,108,90,3.63
youngir01,1907,BSN,NL,40,10,23,32,22,3,1,245.3,287,108,5,58,86,3.96
flahepa02,1907,BSN,NL,27,12,15,25,23,0,0,217,197,65,4,59,34,2.7
pfeffbi01,1907,BSN,NL,19,6,8,16,12,1,0,144,129,48,3,61,65,3
boultja01,1907,BSN,NL,24,5,9,12,11,0,0,139.7,140,42,1,50,49,2.71
frocksa01,1907,BSN,NL,5,1,2,3,3,1,0,33.3,28,11,1,11,12,2.97
barbefr01,1907,BSN,NL,2,1,1,2,1,0,0,12.3,19,8,0,5,1,5.84
dessaru01,1907,BSN,NL,2,0,1,2,1,0,0,9.3,13,11,0,10,1,10.61
lindeer01,1907,BSN,NL,1,0,0,1,0,0,0,6.3,6,4,0,4,3,5.68
overaor01,1907,CHC,NL,36,23,7,30,26,8,3,268.3,201,50,3,69,141,1.68
brownmo01,1907,CHC,NL,34,20,6,27,20,6,3,233,180,36,2,40,107,1.39
lundgca01,1907,CHC,NL,28,18,7,25,21,7,0,207,130,27,0,92,84,1.17
pfiesja01,1907,CHC,NL,30,14,9,22,13,3,0,195,143,25,1,48,90,1.15
reulbed01,1907,CHC,NL,27,17,4,22,16,4,0,192,147,36,1,64,96,1.69
frasech01,1907,CHC,NL,22,8,5,15,9,2,1,138.3,112,35,1,46,41,2.28
tayloja02,1907,CHC,NL,18,7,5,13,8,0,0,123,127,45,3,33,22,3.29
durbiki01,1907,CHC,NL,5,0,1,1,1,0,1,16.7,14,10,0,10,5,5.4
walshed01,1907,CHW,AL,56,24,18,46,37,5,4,422.3,341,75,3,87,206,1.6
smithfr03,1907,CHW,AL,41,23,10,37,29,3,0,310,280,85,3,111,139,2.47
whitedo01,1907,CHW,AL,46,27,13,35,24,6,1,291,270,73,3,38,141,2.26
altroni01,1907,CHW,AL,30,7,13,21,15,1,2,213.7,210,61,3,31,61,2.57
pattero01,1907,CHW,AL,19,4,6,13,4,1,0,96,105,28,0,18,27,2.63
owenfr01,1907,CHW,AL,11,2,3,4,2,0,0,47,43,13,1,13,15,2.49
fienelo01,1907,CHW,AL,6,0,1,1,1,0,1,26,30,12,0,7,15,4.15
isbelfr01,1907,CHW,AL,1,0,0,0,0,0,1,0.3,0,0,0,0,0,0
ewingbo01,1907,CIN,NL,41,17,19,37,32,2,0,332.7,279,64,2,85,147,1.73
coaklan01,1907,CIN,NL,37,17,16,30,21,1,1,265.3,269,69,1,79,89,2.34
weimeja01,1907,CIN,NL,29,11,14,26,19,3,0,209,165,56,6,63,67,2.41
hittro01,1907,CIN,NL,21,6,10,18,14,2,0,153.3,143,58,2,56,63,3.4
masonde01,1907,CIN,NL,25,5,12,17,13,1,0,146,144,51,2,55,45,3.14
smithfr04,1907,CIN,NL,18,2,7,9,5,0,1,85.3,90,27,3,24,19,2.85
hallch02,1907,CIN,NL,11,4,2,8,5,0,0,68,51,19,0,43,25,2.51
spadebo01,1907,CIN,NL,3,1,2,3,3,1,0,27,21,3,0,9,7,1
essicbi01,1907,CIN,NL,3,0,2,2,2,0,0,21.7,23,7,0,8,7,2.91
campbbi01,1907,CIN,NL,3,3,0,3,3,0,0,21,19,5,0,3,4,2.14
minahco01,1907,CIN,NL,2,0,2,2,1,0,0,14,12,2,0,13,4,1.29
learyfr01,1907,CIN,NL,2,0,1,1,0,0,0,8,7,1,0,6,4,1.13
jossad01,1907,CLE,AL,42,27,11,38,34,6,2,338.7,279,69,3,54,127,1.83
liebhgl01,1907,CLE,AL,38,18,14,34,27,4,1,280.3,254,64,1,85,110,2.05
rhoadbo01,1907,CLE,AL,35,15,14,31,23,5,1,275,258,70,0,84,76,2.29
thielja01,1907,CLE,AL,20,11,8,18,18,3,0,166,151,43,2,34,56,2.33
hessot01,1907,CLE,AL,17,6,6,14,7,0,1,93.3,84,30,1,37,36,2.89
clarkwa01,1907,CLE,AL,17,4,6,10,9,1,0,90.7,77,20,1,29,32,1.99
bergehe01,1907,CLE,AL,14,3,3,7,5,1,0,87.3,74,29,0,20,50,2.99
bernhbi01,1907,CLE,AL,8,0,4,4,3,0,0,42,58,15,0,11,19,3.21
mooreea01,1907,CLE,AL,3,1,1,2,1,0,0,19.3,18,10,0,8,7,4.66
mullige01,1907,DET,AL,46,20,20,42,35,5,3,357.3,346,103,1,106,146,2.59
killied01,1907,DET,AL,41,25,13,34,29,3,1,314,286,62,2,91,96,1.78
sieveed01,1907,DET,AL,39,18,11,33,22,3,1,274.7,256,66,1,52,88,2.16
donovbi01,1907,DET,AL,32,25,4,28,27,3,1,271,222,66,3,82,123,2.19
eubanjo01,1907,DET,AL,15,3,3,8,4,1,0,81,88,24,0,20,17,2.67
willeed01,1907,DET,AL,10,1,5,6,1,0,0,48.7,47,20,0,20,27,3.7
jonesel01,1907,DET,AL,4,0,1,1,1,0,1,16,23,9,0,4,9,5.06
mallohe01,1907,DET,AL,1,0,1,1,1,0,0,8,13,5,1,5,6,5.63
mathech01,1907,NYG,NL,41,24,12,36,31,8,2,315,250,70,6,53,178,2
mcginjo01,1907,NYG,NL,47,18,18,34,23,3,4,310.3,320,109,6,58,120,3.16
amesre01,1907,NYG,NL,39,10,12,26,17,2,1,233.3,184,56,4,108,146,2.16
wiltsho01,1907,NYG,NL,33,13,12,21,14,3,2,190.3,171,46,3,48,79,2.18
taylodu01,1907,NYG,NL,28,11,7,21,11,3,1,171,145,46,1,46,56,2.42
lynchmi02,1907,NYG,NL,12,3,6,10,7,0,1,72,68,27,3,30,34,3.38
ferguge01,1907,NYG,NL,15,3,2,5,4,0,1,64,63,15,2,20,37,2.11
beechro01,1907,NYG,NL,2,0,2,2,2,0,0,14,17,4,0,6,5,2.57
mathehe01,1907,NYG,NL,1,0,0,0,0,0,1,1,1,0,0,0,0,0
orthal01,1907,NYY,AL,36,14,21,33,21,2,0,248.7,244,72,2,53,78,2.61
chesbja01,1907,NYY,AL,30,10,10,25,17,1,0,206,192,58,0,46,78,2.53
doylesl01,1907,NYY,AL,29,11,11,23,15,1,1,193.7,169,57,2,67,94,2.65
hoggbi01,1907,NYY,AL,25,10,8,21,13,0,0,166.7,173,57,3,83,64,3.08
newtodo01,1907,NYY,AL,19,7,10,15,10,0,0,133,132,47,0,31,70,3.18
mooreea01,1907,NYY,AL,12,2,6,9,3,0,1,64,72,28,1,30,28,3.94
kitsofr01,1907,NYY,AL,12,4,0,4,3,0,0,61,75,21,0,17,14,3.1
keefebo01,1907,NYY,AL,19,3,5,3,0,0,3,57.7,60,16,1,20,20,2.5
neuerte01,1907,NYY,AL,7,4,2,6,6,3,0,54,40,13,1,19,22,2.17
brockle01,1907,NYY,AL,8,1,2,4,1,0,0,46.3,58,32,1,26,13,6.22
hugheto02,1907,NYY,AL,4,2,0,3,2,0,0,27,16,8,0,11,10,2.67
tiftra01,1907,NYY,AL,4,0,0,1,0,0,0,19,33,10,0,4,6,4.74
clarkwa01,1907,NYY,AL,5,1,1,2,0,0,0,17.3,19,12,1,8,3,6.23
castlro01,1907,NYY,AL,3,1,1,2,1,0,0,16,11,5,1,3,3,2.81
manniru01,1907,NYY,AL,1,0,1,1,1,0,0,9,8,3,0,3,3,3
griffcl01,1907,NYY,AL,4,0,0,0,0,0,0,8.3,15,8,0,6,5,8.64
bargecy01,1907,NYY,AL,1,0,0,0,0,0,0,6,10,2,0,1,0,3
planked01,1907,PHA,AL,43,24,16,40,33,8,0,343.7,282,84,5,85,183,2.2
wadderu01,1907,PHA,AL,44,19,13,33,20,7,0,284.7,234,68,2,73,232,2.15
dygerji01,1907,PHA,AL,42,21,8,28,18,5,1,261.7,200,68,2,85,151,2.34
bendech01,1907,PHA,AL,33,16,8,24,20,4,3,219.3,185,50,1,34,112,2.05
coombja01,1907,PHA,AL,23,6,9,17,10,2,2,132.7,109,46,2,64,73,3.12
bartlbi01,1907,PHA,AL,15,0,1,3,2,0,0,56.3,44,14,0,19,16,2.24
vickeru01,1907,PHA,AL,10,2,2,4,3,1,0,50.3,44,19,1,12,21,3.4
fritzch01,1907,PHA,AL,1,0,0,1,0,0,0,3,0,1,0,3,1,3
craigge01,1907,PHA,AL,2,0,0,0,0,0,0,1.7,2,2,0,3,0,10.8
lordbr01,1907,PHA,AL,1,0,0,0,0,0,0,1,3,1,0,0,0,9
hopesa01,1907,PHA,AL,1,0,0,0,0,0,0,0.3,3,0,0,0,0,0
corrifr01,1907,PHI,NL,37,18,14,32,23,3,2,274,228,75,0,89,131,2.46
sparktu01,1907,PHI,NL,33,22,8,31,24,3,1,265,221,59,2,51,90,2
morenle01,1907,PHI,NL,37,11,18,31,21,3,1,255,202,72,3,101,98,2.54
brownbu01,1907,PHI,NL,21,9,6,16,13,4,0,130,118,35,3,56,38,2.42
richile01,1907,PHI,NL,25,6,6,12,9,2,0,117,88,23,0,38,40,1.77
pittito01,1907,PHI,NL,16,9,5,12,8,1,0,102,101,34,3,35,37,3
lushjo01,1907,PHI,NL,8,3,5,8,5,2,0,57.3,48,19,0,21,20,2.98
mcquige01,1907,PHI,NL,6,4,0,5,5,3,0,41,21,3,0,11,28,0.66
dugglbi01,1907,PHI,NL,5,0,2,2,2,0,0,29,43,24,2,11,8,7.45
covelha01,1907,PHI,NL,4,1,0,0,0,0,0,20,10,0,0,3,6,0
mcclojo01,1907,PHI,NL,3,0,0,0,0,0,0,9,15,7,0,6,3,7
willivi01,1907,PIT,NL,39,21,11,37,27,6,1,292.7,234,76,4,69,107,2.34
leifile01,1907,PIT,NL,40,20,16,33,24,6,1,286,270,74,1,100,112,2.33
leevesa01,1907,PIT,NL,31,14,9,24,17,5,0,216.7,182,40,3,46,65,1.66
phillde01,1907,PIT,NL,35,14,11,26,17,1,2,214,214,62,2,36,61,2.61
camniho01,1907,PIT,NL,31,13,8,19,15,4,1,180,135,43,0,59,85,2.15
maddoni01,1907,PIT,NL,6,5,1,6,6,1,0,54,32,5,0,13,38,0.83
dugglbi01,1907,PIT,NL,9,2,2,3,1,1,0,40.3,34,12,0,12,4,2.68
lynchmi02,1907,PIT,NL,7,2,2,4,2,0,0,36,37,9,0,22,9,2.25
adamsba01,1907,PIT,NL,4,0,2,3,1,0,0,22,40,17,1,3,11,6.95
oteybi01,1907,PIT,NL,3,0,1,2,1,0,0,16.3,23,8,1,4,5,4.41
wolteha01,1907,PIT,NL,1,0,0,0,0,0,0,2,3,1,0,2,0,4.5
bradyki01,1907,PIT,NL,1,0,0,0,0,0,0,2,2,0,0,1,0,0
walshco01,1907,PIT,NL,1,0,0,0,0,0,0,1,1,1,0,1,0,9
howelha01,1907,SLB,AL,42,16,15,35,26,2,3,316.3,258,68,3,88,118,1.93
peltyba01,1907,SLB,AL,36,12,21,31,29,5,1,273,234,78,1,64,85,2.57
